,@@case_id_column,event:concept:name@Add penalty,event:concept:name@Appeal to Judge,event:concept:name@Create Fine,event:concept:name@Insert Date Appeal to Prefecture,event:concept:name@Insert Fine Notification,event:concept:name@Notify Result Appeal to Offender,event:concept:name@Payment,event:concept:name@Receive Result Appeal from Prefecture,event:concept:name@Send Appeal to Prefecture,event:concept:name@Send Fine,event:concept:name@Send for Credit Collection,event:vehicleClass@A,event:vehicleClass@C,event:vehicleClass@M,event:vehicleClass@R,event:article,event:totalPaymentAmount,event:points,event:amount,@@caseDuration,@@num_occurrence_Payment,@@num_occurrence_Insert Date Appeal to Prefecture,@@num_occurrence_Notify Result Appeal to Offender,@@num_occurrence_Insert Fine Notification,@@num_occurrence_Send Appeal to Prefecture,@@num_occurrence_Add penalty,@@num_occurrence_Receive Result Appeal from Prefecture,@@num_occurrence_Send for Credit Collection,@@num_occurrence_Create Fine,@@num_occurrence_Send Fine,@@num_occurrence_Appeal to Judge,Throughput Time,cluster_id,days,Surprisingness,Effectiveness
70729,N96984,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,157,35.0,0,71.5,90201600.0,1,0,0,1,0,1,0,0,1,1,0,1044 days 00:00:00,7,1044,638067.4288298129,11995667146.751478
70803,N97124,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,157,46.0,0,71.5,89596800.0,1,0,0,1,0,1,0,0,1,1,0,1037 days 00:00:00,7,1037,638067.4288298129,11995667146.751478
70902,N97283,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,157,35.0,0,71.5,88732800.0,1,0,0,1,0,1,0,0,1,1,0,1027 days 00:00:00,7,1027,638067.4288298129,11995667146.751478
71021,N97510,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,157,49.25,0,71.5,88646400.0,1,0,0,1,0,1,0,0,1,1,0,1026 days 00:00:00,7,1026,638067.4288298129,11995667146.751478
71043,N97545,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,157,46.0,0,71.5,88473600.0,1,0,0,1,0,1,0,0,1,1,0,1024 days 00:00:00,7,1024,638067.4288298129,11995667146.751478
71175,N97768,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,157,35.0,0,71.5,88992000.0,1,0,0,1,0,1,0,0,1,1,0,1030 days 00:00:00,7,1030,638067.4288298129,11995667146.751478
71236,N97867,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,157,49.25,0,71.5,89337600.0,1,0,0,1,0,1,0,0,1,1,0,1034 days 00:00:00,7,1034,638067.4288298129,11995667146.751478
71795,N98760,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,157,35.0,0,71.5,87955200.0,1,0,0,1,0,1,0,0,1,1,0,1018 days 00:00:00,7,1018,638067.4288298129,11995667146.751478
72122,N99278,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,157,46.0,0,71.5,87091200.0,1,0,0,1,0,1,0,0,1,1,0,1008 days 00:00:00,7,1008,638067.4288298129,11995667146.751478
77696,S106862,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,158,82.0,0,143.0,106182000.0,1,0,0,1,0,1,0,0,1,1,0,1228 days 23:00:00,7,1228,638067.4288298129,11995667146.751478
77998,S107574,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,158,49.25,0,71.5,104367600.0,1,0,0,1,0,1,0,0,1,1,0,1207 days 23:00:00,7,1207,638067.4288298129,11995667146.751478
78158,S107900,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,158,154.0,0,143.0,91407600.0,1,0,0,1,0,1,0,0,1,1,0,1057 days 23:00:00,7,1057,638067.4288298129,11995667146.751478
78227,S108046,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,158,49.25,0,71.5,98323200.0,1,0,0,1,0,1,0,0,1,1,0,1138 days 00:00:00,7,1138,638067.4288298129,11995667146.751478
78793,S109258,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,158,49.25,0,71.5,102985200.0,1,0,0,1,0,1,0,0,1,1,0,1191 days 23:00:00,7,1191,638067.4288298129,11995667146.751478
79166,S110333,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,158,85.25,0,143.0,92275200.0,1,0,0,1,0,1,0,0,1,1,0,1068 days 00:00:00,7,1068,638067.4288298129,11995667146.751478
79168,S110336,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,158,46.0,0,71.5,92275200.0,1,0,0,1,0,1,0,0,1,1,0,1068 days 00:00:00,7,1068,638067.4288298129,11995667146.751478
79255,S110645,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,158,82.0,0,143.0,87696000.0,1,0,0,1,0,1,0,0,1,1,0,1015 days 00:00:00,7,1015,638067.4288298129,11995667146.751478
79330,S110811,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,158,49.25,0,71.5,94780800.0,1,0,0,1,0,1,0,0,1,1,0,1097 days 00:00:00,7,1097,638067.4288298129,11995667146.751478
79373,S110902,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,157,46.0,0,71.5,94003200.0,1,0,0,1,0,1,0,0,1,1,0,1088 days 00:00:00,7,1088,638067.4288298129,11995667146.751478
79576,S111333,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,158,82.0,0,143.0,86659200.0,1,0,0,1,0,1,0,0,1,1,0,1003 days 00:00:00,7,1003,638067.4288298129,11995667146.751478
80225,S112701,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,158,35.0,0,71.5,88560000.0,1,0,0,1,0,1,0,0,1,1,0,1025 days 00:00:00,7,1025,638067.4288298129,11995667146.751478
80450,S113191,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,158,82.0,0,143.0,84326400.0,1,0,0,1,0,1,0,0,1,1,0,976 days 00:00:00,7,976,638067.4288298129,11995667146.751478
80746,S113836,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,158,46.0,0,71.5,84499200.0,1,0,0,1,0,1,0,0,1,1,0,978 days 00:00:00,7,978,638067.4288298129,11995667146.751478
81011,S114432,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,158,100.0,0,143.0,81734400.0,1,0,0,1,0,1,0,0,1,1,0,946 days 00:00:00,7,946,638067.4288298129,11995667146.751478
81030,S114472,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,158,82.0,0,143.0,82252800.0,1,0,0,1,0,1,0,0,1,1,0,952 days 00:00:00,7,952,638067.4288298129,11995667146.751478
81119,S114658,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,158,85.25,0,143.0,83721600.0,1,0,0,1,0,1,0,0,1,1,0,969 days 00:00:00,7,969,638067.4288298129,11995667146.751478
81483,S115483,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,158,82.0,0,143.0,81820800.0,1,0,0,1,0,1,0,0,1,1,0,947 days 00:00:00,7,947,638067.4288298129,11995667146.751478
90973,S135199,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,157,51.5,0,77.5,92620800.0,1,0,0,1,0,1,0,0,1,1,0,1072 days 00:00:00,7,1072,638067.4288298129,11995667146.751478
91432,S136061,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,158,91.5,0,155.5,92361600.0,1,0,0,1,0,1,0,0,1,1,0,1069 days 00:00:00,7,1069,638067.4288298129,11995667146.751478
91434,S136065,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,157,51.5,0,77.5,92188800.0,1,0,0,1,0,1,0,0,1,1,0,1067 days 00:00:00,7,1067,638067.4288298129,11995667146.751478
91456,S136103,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,158,91.5,0,155.5,92534400.0,1,0,0,1,0,1,0,0,1,1,0,1071 days 00:00:00,7,1071,638067.4288298129,11995667146.751478
91785,S136743,1,1,1,0,1,0,1,0,0,1,0,1,0,0,0,158,169.0,0,155.5,83034000.0,3,0,0,1,0,1,0,0,1,1,1,961 days 01:00:00,7,961,638067.4288298129,11995667146.751478
91926,S137022,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,158,91.5,0,155.5,89164800.0,1,0,0,1,0,1,0,0,1,1,0,1032 days 00:00:00,7,1032,638067.4288298129,11995667146.751478
92043,S137205,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,158,51.5,0,77.5,89510400.0,1,0,0,1,0,1,0,0,1,1,0,1036 days 00:00:00,7,1036,638067.4288298129,11995667146.751478
92283,S137676,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,157,51.5,0,77.5,87955200.0,1,0,0,1,0,1,0,0,1,1,0,1018 days 00:00:00,7,1018,638067.4288298129,11995667146.751478
92291,S137693,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,158,169.0,0,155.5,82774800.0,1,0,0,1,0,1,0,0,1,1,0,958 days 01:00:00,7,958,638067.4288298129,11995667146.751478
92384,S137851,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,158,169.0,0,155.5,81392400.0,2,0,0,1,0,1,0,0,1,1,0,942 days 01:00:00,7,942,638067.4288298129,11995667146.751478
93072,S139034,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,158,78.0,0,155.5,85968000.0,1,0,0,1,0,1,0,0,1,1,0,995 days 00:00:00,7,995,638067.4288298129,11995667146.751478
93391,S139661,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,158,91.0,0,77.5,83466000.0,1,0,0,1,0,1,0,0,1,1,0,966 days 01:00:00,7,966,638067.4288298129,11995667146.751478
93499,S139877,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,158,51.5,0,77.5,84844800.0,1,0,0,1,0,1,0,0,1,1,0,982 days 00:00:00,7,982,638067.4288298129,11995667146.751478
93887,S140542,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,158,91.5,0,155.5,85881600.0,1,0,0,1,0,1,0,0,1,1,0,994 days 00:00:00,7,994,638067.4288298129,11995667146.751478
93905,S140565,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,158,91.5,0,155.5,84240000.0,1,0,0,1,0,1,0,0,1,1,0,975 days 00:00:00,7,975,638067.4288298129,11995667146.751478
93934,S140614,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,157,91.0,0,77.5,83811600.0,3,0,0,1,0,1,0,0,1,1,0,970 days 01:00:00,7,970,638067.4288298129,11995667146.751478
94051,S140824,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,181,36.5,0,46.0,85276800.0,1,0,0,1,0,1,0,0,1,1,0,987 days 00:00:00,7,987,638067.4288298129,11995667146.751478
94157,S141015,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,158,91.5,0,155.5,85190400.0,1,0,0,1,0,1,0,0,1,1,0,986 days 00:00:00,7,986,638067.4288298129,11995667146.751478
94388,S141451,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,158,51.5,0,77.5,84931200.0,1,0,0,1,0,1,0,0,1,1,0,983 days 00:00:00,7,983,638067.4288298129,11995667146.751478
94397,S141465,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,158,51.5,0,77.5,84672000.0,1,0,0,1,0,1,0,0,1,1,0,980 days 00:00:00,7,980,638067.4288298129,11995667146.751478
94799,S142194,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,158,91.5,0,155.5,82598400.0,1,0,0,1,0,1,0,0,1,1,0,956 days 00:00:00,7,956,638067.4288298129,11995667146.751478
95005,S142533,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,157,51.5,0,77.5,83030400.0,1,0,0,1,0,1,0,0,1,1,0,961 days 00:00:00,7,961,638067.4288298129,11995667146.751478
95087,S142686,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,157,51.5,0,77.5,82339200.0,1,0,0,1,0,1,0,0,1,1,0,953 days 00:00:00,7,953,638067.4288298129,11995667146.751478
95182,S142847,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,157,51.5,0,77.5,82166400.0,1,0,0,1,0,1,0,0,1,1,0,951 days 00:00:00,7,951,638067.4288298129,11995667146.751478
95214,S142896,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,157,51.5,0,77.5,82339200.0,1,0,0,1,0,1,0,0,1,1,0,953 days 00:00:00,7,953,638067.4288298129,11995667146.751478
95719,S143910,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,158,91.5,0,155.5,83116800.0,1,0,0,1,0,1,0,0,1,1,0,962 days 00:00:00,7,962,638067.4288298129,11995667146.751478
95780,S144027,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,157,51.5,0,77.5,81993600.0,1,0,0,1,0,1,0,0,1,1,0,949 days 00:00:00,7,949,638067.4288298129,11995667146.751478
96029,S144460,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,157,38.0,0,77.5,81216000.0,1,0,0,1,0,1,0,0,1,1,0,940 days 00:00:00,7,940,638067.4288298129,11995667146.751478
96030,S144461,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,158,91.5,0,155.5,81216000.0,1,0,0,1,0,1,0,0,1,1,0,940 days 00:00:00,7,940,638067.4288298129,11995667146.751478
130173,S68383,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,157,32.0,0,65.5,116989200.0,1,0,0,1,0,1,0,0,1,1,0,1354 days 01:00:00,7,1354,638067.4288298129,11995667146.751478
132085,S72025,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,158,75.0,0,65.0,105926400.0,1,0,0,0,0,0,0,0,1,1,0,1226 days 00:00:00,7,1226,638067.4288298129,11995667146.751478
133044,S73340,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,157,42.0,0,65.5,114224400.0,1,0,0,1,0,1,0,0,1,1,0,1322 days 01:00:00,7,1322,638067.4288298129,11995667146.751478
133500,S73974,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,158,42.0,0,65.5,114483600.0,1,0,0,1,0,1,0,0,1,1,0,1325 days 01:00:00,7,1325,638067.4288298129,11995667146.751478
133812,S74456,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,158,75.0,0,131.0,111632400.0,1,0,0,1,0,1,0,0,1,1,0,1292 days 01:00:00,7,1292,638067.4288298129,11995667146.751478
134048,S74839,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,158,42.0,0,65.5,113619600.0,1,0,0,1,0,1,0,0,1,1,0,1315 days 01:00:00,7,1315,638067.4288298129,11995667146.751478
134427,S75458,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,158,75.0,0,131.0,112064400.0,1,0,0,1,0,1,0,0,1,1,0,1297 days 01:00:00,7,1297,638067.4288298129,11995667146.751478
135348,S76957,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,158,42.0,0,65.5,111891600.0,1,0,0,1,0,1,0,0,1,1,0,1295 days 01:00:00,7,1295,638067.4288298129,11995667146.751478
135350,S76959,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,158,42.0,0,65.5,111891600.0,1,0,0,1,0,1,0,0,1,1,0,1295 days 01:00:00,7,1295,638067.4288298129,11995667146.751478
135789,S77810,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,158,75.0,0,131.0,111718800.0,1,0,0,1,0,1,0,0,1,1,0,1293 days 01:00:00,7,1293,638067.4288298129,11995667146.751478
141670,S93409,1,1,1,0,1,0,1,0,0,1,1,1,0,0,0,158,68.25,0,137.55,83898000.0,1,0,0,1,0,1,0,0,1,1,1,971 days 01:00:00,7,971,638067.4288298129,11995667146.751478
144840,V10395,1,1,1,0,1,0,1,0,0,1,0,1,0,0,0,142,272.0,0,262.0,119750400.0,2,0,0,1,0,1,0,0,1,1,1,1386 days 00:00:00,7,1386,638067.4288298129,11995667146.751478
149387,V8368,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,142,275.82,0,262.4,110851200.0,1,0,0,1,0,1,0,0,1,1,0,1283 days 00:00:00,7,1283,638067.4288298129,11995667146.751478
