,@@case_id_column,event:concept:name@Add penalty,event:concept:name@Appeal to Judge,event:concept:name@Create Fine,event:concept:name@Insert Date Appeal to Prefecture,event:concept:name@Insert Fine Notification,event:concept:name@Notify Result Appeal to Offender,event:concept:name@Payment,event:concept:name@Receive Result Appeal from Prefecture,event:concept:name@Send Appeal to Prefecture,event:concept:name@Send Fine,event:concept:name@Send for Credit Collection,event:vehicleClass@A,event:vehicleClass@C,event:vehicleClass@M,event:vehicleClass@R,event:article,event:totalPaymentAmount,event:points,event:amount,@@caseDuration,@@num_occurrence_Payment,@@num_occurrence_Insert Date Appeal to Prefecture,@@num_occurrence_Notify Result Appeal to Offender,@@num_occurrence_Insert Fine Notification,@@num_occurrence_Send Appeal to Prefecture,@@num_occurrence_Add penalty,@@num_occurrence_Receive Result Appeal from Prefecture,@@num_occurrence_Send for Credit Collection,@@num_occurrence_Create Fine,@@num_occurrence_Send Fine,@@num_occurrence_Appeal to Judge,Throughput Time,cluster_id,days,Surprisingness,Effectiveness
59234,N74953,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,157,0.0,0,71.5,208486800.0,0,1,0,1,0,1,0,0,1,1,0,2413 days 01:00:00,20,2413,1388793.3417599509,29164660085.765236
59309,N75079,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,157,0.0,0,71.5,208054800.0,0,1,0,1,0,1,0,0,1,1,0,2408 days 01:00:00,20,2408,1388793.3417599509,29164660085.765236
59522,N76043,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,157,0.0,0,71.5,203389200.0,0,1,0,1,0,1,0,0,1,1,0,2354 days 01:00:00,20,2354,1388793.3417599509,29164660085.765236
59571,N76186,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,157,0.0,0,71.5,203821200.0,0,1,0,1,0,1,0,0,1,1,0,2359 days 01:00:00,20,2359,1388793.3417599509,29164660085.765236
59673,N76544,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,157,0.0,0,71.5,202957200.0,0,1,0,1,0,1,0,0,1,1,0,2349 days 01:00:00,20,2349,1388793.3417599509,29164660085.765236
59765,N76743,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,157,0.0,0,71.5,203043600.0,0,1,0,1,0,1,0,0,1,1,0,2350 days 01:00:00,20,2350,1388793.3417599509,29164660085.765236
59837,N76864,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,157,0.0,0,71.5,203821200.0,0,1,0,1,0,1,0,0,1,1,0,2359 days 01:00:00,20,2359,1388793.3417599509,29164660085.765236
59988,N77099,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,157,0.0,0,71.5,202957200.0,0,1,0,1,0,1,0,0,1,1,0,2349 days 01:00:00,20,2349,1388793.3417599509,29164660085.765236
60116,N77296,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,157,0.0,0,71.5,202698000.0,0,1,0,1,0,1,0,0,1,1,0,2346 days 01:00:00,20,2346,1388793.3417599509,29164660085.765236
60145,N77352,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,157,0.0,0,71.5,203216400.0,0,1,0,1,0,1,0,0,1,1,0,2352 days 01:00:00,20,2352,1388793.3417599509,29164660085.765236
60442,N77840,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,157,0.0,0,71.5,212288400.0,0,1,0,1,0,1,0,0,1,1,0,2457 days 01:00:00,20,2457,1388793.3417599509,29164660085.765236
60470,N77883,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,157,0.0,0,71.5,211424400.0,0,1,0,1,0,1,0,0,1,1,0,2447 days 01:00:00,20,2447,1388793.3417599509,29164660085.765236
60871,N78554,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,157,0.0,0,71.5,203475600.0,0,1,0,1,0,1,0,0,1,1,0,2355 days 01:00:00,20,2355,1388793.3417599509,29164660085.765236
61019,N78841,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,157,0.0,0,71.5,207882000.0,0,1,0,1,0,1,0,0,1,1,0,2406 days 01:00:00,20,2406,1388793.3417599509,29164660085.765236
62489,N81698,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,157,0.0,0,71.5,202006800.0,0,1,0,1,0,1,0,0,1,1,0,2338 days 01:00:00,20,2338,1388793.3417599509,29164660085.765236
62564,N81823,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,157,0.0,0,71.5,202611600.0,0,1,0,1,0,1,0,0,1,1,0,2345 days 01:00:00,20,2345,1388793.3417599509,29164660085.765236
62650,N81959,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,157,0.0,0,71.5,198118800.0,0,1,0,1,0,1,0,0,1,1,0,2293 days 01:00:00,20,2293,1388793.3417599509,29164660085.765236
62892,N82370,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,157,0.0,0,71.5,201229200.0,0,1,0,1,0,1,0,0,1,1,0,2329 days 01:00:00,20,2329,1388793.3417599509,29164660085.765236
62984,N82510,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,157,0.0,0,71.5,201747600.0,0,1,0,1,0,1,0,0,1,1,0,2335 days 01:00:00,20,2335,1388793.3417599509,29164660085.765236
63474,N83355,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,157,0.0,0,71.5,200710800.0,0,1,0,1,0,1,0,0,1,1,0,2323 days 01:00:00,20,2323,1388793.3417599509,29164660085.765236
63572,N83516,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,157,0.0,0,71.5,200797200.0,0,1,0,1,0,1,0,0,1,1,0,2324 days 01:00:00,20,2324,1388793.3417599509,29164660085.765236
63717,N83776,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,157,0.0,0,71.5,200451600.0,0,1,0,1,0,1,0,0,1,1,0,2320 days 01:00:00,20,2320,1388793.3417599509,29164660085.765236
63752,N83832,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,157,0.0,0,71.5,200451600.0,0,1,0,1,0,1,0,0,1,1,0,2320 days 01:00:00,20,2320,1388793.3417599509,29164660085.765236
64219,N84672,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,157,0.0,0,71.5,199155600.0,0,1,0,1,0,1,0,0,1,1,0,2305 days 01:00:00,20,2305,1388793.3417599509,29164660085.765236
64266,N84761,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,157,0.0,0,71.5,199069200.0,0,1,0,1,0,1,0,0,1,1,0,2304 days 01:00:00,20,2304,1388793.3417599509,29164660085.765236
65866,N87447,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,157,0.0,0,71.5,192844800.0,0,1,0,1,0,1,0,0,1,1,0,2232 days 00:00:00,20,2232,1388793.3417599509,29164660085.765236
66713,N88922,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,157,0.0,0,71.5,190252800.0,0,1,0,1,0,1,0,0,1,1,0,2202 days 00:00:00,20,2202,1388793.3417599509,29164660085.765236
67100,N89554,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,157,0.0,0,71.5,190771200.0,0,1,0,1,0,1,0,0,1,1,0,2208 days 00:00:00,20,2208,1388793.3417599509,29164660085.765236
67129,N89600,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,157,0.0,0,71.5,189907200.0,0,1,0,1,0,1,0,0,1,1,0,2198 days 00:00:00,20,2198,1388793.3417599509,29164660085.765236
67969,N91819,1,0,1,1,1,1,0,1,1,1,1,1,0,0,0,157,0.0,0,71.5,177123600.0,0,1,1,1,0,1,1,1,1,1,0,2050 days 01:00:00,20,2050,1388793.3417599509,29164660085.765236
68050,N91982,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,157,0.0,0,71.5,176000400.0,0,1,0,1,0,1,0,0,1,1,0,2037 days 01:00:00,20,2037,1388793.3417599509,29164660085.765236
68473,N92888,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,157,0.0,0,71.5,184809600.0,0,1,0,1,0,1,0,0,1,1,0,2139 days 00:00:00,20,2139,1388793.3417599509,29164660085.765236
68708,N93442,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,157,0.0,0,71.5,181184400.0,0,1,0,1,0,1,0,0,1,1,0,2097 days 01:00:00,20,2097,1388793.3417599509,29164660085.765236
69442,N94824,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,157,0.0,0,71.5,179974800.0,0,1,0,1,0,1,0,0,1,1,0,2083 days 01:00:00,20,2083,1388793.3417599509,29164660085.765236
69491,N94912,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,157,0.0,0,71.5,179024400.0,0,1,0,1,0,1,0,0,1,1,0,2072 days 01:00:00,20,2072,1388793.3417599509,29164660085.765236
69659,N95182,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,157,0.0,0,71.5,178333200.0,0,1,0,1,0,1,0,0,1,1,0,2064 days 01:00:00,20,2064,1388793.3417599509,29164660085.765236
69881,N95546,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,157,0.0,0,71.5,178246800.0,0,1,0,1,0,1,0,0,1,1,0,2063 days 01:00:00,20,2063,1388793.3417599509,29164660085.765236
70157,N96040,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,157,0.0,0,71.5,177901200.0,0,1,0,1,0,1,0,0,1,1,0,2059 days 01:00:00,20,2059,1388793.3417599509,29164660085.765236
70813,N97140,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,157,0.0,0,71.5,176000400.0,0,1,0,1,0,1,0,0,1,1,0,2037 days 01:00:00,20,2037,1388793.3417599509,29164660085.765236
71098,N97632,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,157,0.0,0,71.5,175309200.0,0,1,0,1,0,1,0,0,1,1,0,2029 days 01:00:00,20,2029,1388793.3417599509,29164660085.765236
71194,N97798,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,157,0.0,0,71.5,174963600.0,0,1,0,1,0,1,0,0,1,1,0,2025 days 01:00:00,20,2025,1388793.3417599509,29164660085.765236
71286,N97957,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,157,0.0,0,71.5,175914000.0,0,1,0,1,0,1,0,0,1,1,0,2036 days 01:00:00,20,2036,1388793.3417599509,29164660085.765236
71613,N98467,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,157,0.0,0,71.5,174790800.0,0,1,0,1,0,1,0,0,1,1,0,2023 days 01:00:00,20,2023,1388793.3417599509,29164660085.765236
71615,N98469,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,157,0.0,0,71.5,174790800.0,0,1,0,1,0,1,0,0,1,1,0,2023 days 01:00:00,20,2023,1388793.3417599509,29164660085.765236
71776,N98736,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,157,0.0,0,71.5,173062800.0,0,1,0,1,0,1,0,0,1,1,0,2003 days 01:00:00,20,2003,1388793.3417599509,29164660085.765236
71901,N98929,1,1,1,1,1,0,0,0,1,1,0,1,0,0,0,157,0.0,0,71.5,173322000.0,0,1,0,1,0,1,0,0,1,1,1,2006 days 01:00:00,20,2006,1388793.3417599509,29164660085.765236
71956,N99025,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,157,0.0,0,71.5,174186000.0,0,1,0,1,0,1,0,0,1,1,0,2016 days 01:00:00,20,2016,1388793.3417599509,29164660085.765236
71990,N99087,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,157,0.0,0,71.5,173667600.0,0,1,0,1,0,1,0,0,1,1,0,2010 days 01:00:00,20,2010,1388793.3417599509,29164660085.765236
72259,N99540,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,157,0.0,0,71.5,174704400.0,0,1,0,1,0,1,0,0,1,1,0,2022 days 01:00:00,20,2022,1388793.3417599509,29164660085.765236
72278,N99573,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,157,0.0,0,71.5,174272400.0,0,1,0,1,0,1,0,0,1,1,0,2017 days 01:00:00,20,2017,1388793.3417599509,29164660085.765236
72321,N99643,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,157,0.0,0,35.0,173062800.0,0,1,0,0,0,0,0,0,1,1,0,2003 days 01:00:00,20,2003,1388793.3417599509,29164660085.765236
72324,N99647,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,157,0.0,0,71.5,173062800.0,0,1,1,1,0,1,1,1,1,1,1,2003 days 01:00:00,20,2003,1388793.3417599509,29164660085.765236
72377,N99762,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,157,0.0,0,71.5,174358800.0,0,1,0,1,0,1,0,0,1,1,0,2018 days 01:00:00,20,2018,1388793.3417599509,29164660085.765236
75073,S100033,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,157,0.0,0,71.5,202438800.0,0,1,0,1,0,1,0,0,1,1,0,2343 days 01:00:00,20,2343,1388793.3417599509,29164660085.765236
77171,S105744,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,158,0.0,0,71.5,202784400.0,0,1,0,1,0,1,0,0,1,1,0,2347 days 01:00:00,20,2347,1388793.3417599509,29164660085.765236
78049,S107667,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,158,0.0,0,143.0,196995600.0,0,1,0,1,0,1,0,0,1,1,0,2280 days 01:00:00,20,2280,1388793.3417599509,29164660085.765236
78136,S107858,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,158,0.0,0,143.0,195267600.0,0,1,0,1,0,1,0,0,1,1,0,2260 days 01:00:00,20,2260,1388793.3417599509,29164660085.765236
78665,S108991,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,158,0.0,0,71.5,193795200.0,0,1,0,1,0,1,0,0,1,1,0,2243 days 00:00:00,20,2243,1388793.3417599509,29164660085.765236
79782,S111775,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,158,0.0,0,71.5,175741200.0,0,1,0,1,0,1,0,0,1,1,0,2034 days 01:00:00,20,2034,1388793.3417599509,29164660085.765236
80114,S112474,1,0,1,1,1,1,0,1,1,1,1,1,0,0,0,158,0.0,0,71.5,167792400.0,0,1,1,1,0,1,1,1,1,1,0,1942 days 01:00:00,20,1942,1388793.3417599509,29164660085.765236
80160,S112568,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,158,0.0,0,143.0,173235600.0,0,1,0,1,0,1,0,0,1,1,0,2005 days 01:00:00,20,2005,1388793.3417599509,29164660085.765236
80287,S112818,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,158,0.0,0,71.5,174186000.0,0,1,0,1,0,1,0,0,1,1,0,2016 days 01:00:00,20,2016,1388793.3417599509,29164660085.765236
80876,S114128,1,0,1,1,1,1,0,1,1,1,1,1,0,0,0,157,0.0,0,71.5,168483600.0,0,1,1,1,0,1,1,1,1,1,0,1950 days 01:00:00,20,1950,1388793.3417599509,29164660085.765236
81055,S114524,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,157,0.0,0,71.5,170816400.0,0,1,0,1,0,1,0,0,1,1,0,1977 days 01:00:00,20,1977,1388793.3417599509,29164660085.765236
81319,S115096,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,158,0.0,0,143.0,167878800.0,0,1,0,1,0,1,0,0,1,1,0,1943 days 01:00:00,20,1943,1388793.3417599509,29164660085.765236
81670,S115930,1,0,1,1,1,1,0,1,1,1,1,1,0,0,0,158,0.0,0,71.5,167446800.0,0,1,1,1,0,1,1,1,1,1,0,1938 days 01:00:00,20,1938,1388793.3417599509,29164660085.765236
81706,S115992,1,0,1,1,1,1,0,1,1,1,1,1,0,0,0,157,0.0,0,71.5,166755600.0,0,1,1,1,0,1,1,1,1,1,0,1930 days 01:00:00,20,1930,1388793.3417599509,29164660085.765236
81797,S116185,1,0,1,1,1,0,0,1,1,1,0,1,0,0,0,158,0.0,0,71.5,166842000.0,0,1,0,1,0,1,1,0,1,1,0,1931 days 01:00:00,20,1931,1388793.3417599509,29164660085.765236
81837,S116262,1,0,1,1,1,1,0,1,1,1,1,1,0,0,0,158,0.0,0,71.5,166755600.0,0,1,1,1,0,1,1,1,1,1,0,1930 days 01:00:00,20,1930,1388793.3417599509,29164660085.765236
82393,S117937,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,158,0.0,0,71.5,159321600.0,0,1,0,1,0,1,0,0,1,1,0,1844 days 00:00:00,20,1844,1388793.3417599509,29164660085.765236
82767,S118703,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,158,0.0,0,143.0,158198400.0,0,1,0,1,0,1,0,0,1,1,0,1831 days 00:00:00,20,1831,1388793.3417599509,29164660085.765236
82778,S118756,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,158,0.0,0,143.0,157507200.0,0,1,0,1,0,1,0,0,1,1,0,1823 days 00:00:00,20,1823,1388793.3417599509,29164660085.765236
83283,S119927,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,158,0.0,0,74.0,136429200.0,0,1,0,1,0,1,0,0,1,1,0,1579 days 01:00:00,20,1579,1388793.3417599509,29164660085.765236
83691,S120737,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,158,0.0,0,148.0,140058000.0,0,1,0,1,0,1,0,0,1,1,0,1621 days 01:00:00,20,1621,1388793.3417599509,29164660085.765236
83894,S121171,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,157,0.0,0,74.0,137379600.0,0,1,0,1,0,1,0,0,1,1,0,1590 days 01:00:00,20,1590,1388793.3417599509,29164660085.765236
84074,S121539,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,158,0.0,0,148.0,137379600.0,0,1,0,1,0,1,0,0,1,1,0,1590 days 01:00:00,20,1590,1388793.3417599509,29164660085.765236
84347,S122073,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,158,0.0,0,148.0,135133200.0,0,1,0,1,0,1,0,0,1,1,0,1564 days 01:00:00,20,1564,1388793.3417599509,29164660085.765236
84393,S122164,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,157,0.0,0,74.0,135910800.0,0,1,0,1,0,1,0,0,1,1,0,1573 days 01:00:00,20,1573,1388793.3417599509,29164660085.765236
124845,S59378,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,158,0.0,0,125.19,353466000.0,0,1,0,1,0,1,0,0,1,1,0,4091 days 01:00:00,20,4091,1388793.3417599509,29164660085.765236
126888,S62891,1,1,1,1,1,0,0,0,1,1,0,1,0,0,0,158,0.0,0,65.6,331866000.0,0,1,0,1,0,1,0,0,1,1,1,3841 days 01:00:00,20,3841,1388793.3417599509,29164660085.765236
126938,S62978,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,158,0.0,0,65.6,148266000.0,0,0,0,1,0,1,0,0,1,1,0,1716 days 01:00:00,20,1716,1388793.3417599509,29164660085.765236
127302,S63574,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,157,0.0,0,65.6,147142800.0,0,0,0,1,0,1,0,0,1,1,0,1703 days 01:00:00,20,1703,1388793.3417599509,29164660085.765236
127305,S63577,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,158,0.0,0,65.6,147142800.0,0,0,0,1,0,1,0,0,1,1,0,1703 days 01:00:00,20,1703,1388793.3417599509,29164660085.765236
127735,S64298,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,158,0.0,0,131.2,329878800.0,0,1,0,1,0,1,0,0,1,1,0,3818 days 01:00:00,20,3818,1388793.3417599509,29164660085.765236
128608,S65816,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,157,0.0,0,65.6,145587600.0,0,0,0,1,0,1,0,0,1,1,0,1685 days 01:00:00,20,1685,1388793.3417599509,29164660085.765236
130199,S68432,1,0,1,1,1,1,0,1,1,1,1,1,0,0,0,158,0.0,0,131.2,139626000.0,0,1,1,1,1,1,1,0,1,1,0,1616 days 01:00:00,20,1616,1388793.3417599509,29164660085.765236
131011,S70109,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,158,0.0,0,65.6,138157200.0,0,0,0,1,0,1,0,0,1,1,0,1599 days 01:00:00,20,1599,1388793.3417599509,29164660085.765236
137581,S82002,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,158,0.0,0,137.55,264733200.0,0,1,0,1,0,1,0,0,1,1,0,3064 days 01:00:00,20,3064,1388793.3417599509,29164660085.765236
140696,S90376,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,158,0.0,0,68.77,255571200.0,0,1,0,1,0,1,0,0,1,1,0,2958 days 00:00:00,20,2958,1388793.3417599509,29164660085.765236
142617,S95428,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,158,0.0,0,68.77,234061200.0,0,1,0,1,0,1,0,0,1,1,0,2709 days 01:00:00,20,2709,1388793.3417599509,29164660085.765236
144136,S98715,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,158,0.0,0,68.77,232419600.0,0,1,0,1,0,1,0,0,1,1,0,2690 days 01:00:00,20,2690,1388793.3417599509,29164660085.765236
144373,S99281,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,157,0.0,0,68.77,225766800.0,0,1,0,1,0,1,0,0,1,1,0,2613 days 01:00:00,20,2613,1388793.3417599509,29164660085.765236
