,@@case_id_column,event:concept:name@Add penalty,event:concept:name@Appeal to Judge,event:concept:name@Create Fine,event:concept:name@Insert Date Appeal to Prefecture,event:concept:name@Insert Fine Notification,event:concept:name@Payment,event:concept:name@Receive Result Appeal from Prefecture,event:concept:name@Send Appeal to Prefecture,event:concept:name@Send Fine,event:vehicleClass@A,event:vehicleClass@C,event:vehicleClass@M,event:vehicleClass@R,event:article,event:totalPaymentAmount,event:points,event:amount,@@caseDuration,@@num_occurrence_Payment,@@num_occurrence_Insert Date Appeal to Prefecture,@@num_occurrence_Insert Fine Notification,@@num_occurrence_Send Appeal to Prefecture,@@num_occurrence_Add penalty,@@num_occurrence_Receive Result Appeal from Prefecture,@@num_occurrence_Create Fine,@@num_occurrence_Send Fine,@@num_occurrence_Appeal to Judge,Surprisingness,Effectiveness
6495,N47235,0,0,1,0,0,0,0,0,1,1,0,0,0,158,0.0,0,33.6,19609200.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
6501,N47267,0,0,1,0,0,0,0,0,1,1,0,0,0,157,0.0,0,33.6,19090800.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
6502,N47283,0,0,1,0,0,0,0,0,1,1,0,0,0,157,0.0,0,33.6,18831600.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
6509,N47337,0,0,1,0,0,0,0,0,1,1,0,0,0,157,0.0,0,33.6,18226800.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
6545,N47824,0,0,1,0,0,0,0,0,1,1,0,0,0,157,0.0,0,33.6,16326000.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
6547,N47850,0,0,1,0,0,0,0,0,1,1,0,0,0,7,0.0,0,19.95,16066800.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
6549,N47879,0,0,1,0,0,0,0,0,1,1,0,0,0,157,0.0,0,33.6,17622000.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
6788,N53026,0,0,1,0,0,0,0,0,1,1,0,0,0,157,0.0,0,33.6,15382800.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
6851,N53857,0,0,1,0,0,0,0,0,1,1,0,0,0,7,0.0,0,19.95,15382800.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
6865,N54296,0,0,1,0,0,0,0,0,1,1,0,0,0,7,0.0,0,19.95,15642000.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
6874,N54596,0,0,1,0,0,0,0,0,1,1,0,0,0,7,0.0,0,19.95,18061200.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
6882,N55107,0,0,1,0,0,0,0,0,1,1,0,0,0,157,0.0,0,33.6,23072400.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
6898,N55211,0,0,1,0,0,0,0,0,1,1,0,0,0,157,0.0,0,33.6,29289600.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
6929,N55821,0,0,1,0,0,0,0,0,1,1,0,0,0,157,0.0,0,33.6,22381200.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
6932,N55833,0,0,1,0,0,0,0,0,1,1,0,0,0,157,0.0,0,33.6,24537600.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
6965,N56151,0,0,1,0,0,0,0,0,1,1,0,0,0,157,0.0,0,33.6,29116800.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
6991,N56433,0,0,1,0,0,0,0,0,1,1,0,0,0,157,0.0,0,33.6,22208400.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
7007,N56517,0,0,1,0,0,0,0,0,1,1,0,0,0,157,0.0,0,33.6,15555600.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
7009,N56535,0,0,1,0,0,0,0,0,1,1,0,0,0,157,0.0,0,33.6,15555600.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
7015,N56613,0,0,1,0,0,0,0,0,1,1,0,0,0,157,0.0,0,33.6,22986000.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
7054,N56952,0,0,1,0,0,0,0,0,1,1,0,0,0,157,0.0,0,33.6,29203200.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
7063,N57013,0,0,1,0,0,0,0,0,1,1,0,0,0,157,0.0,0,33.6,21776400.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
7067,N57117,0,0,1,0,0,0,0,0,1,1,0,0,0,7,0.0,0,19.95,20912400.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
7124,N57650,0,0,1,0,0,0,0,0,1,1,0,0,0,157,0.0,0,33.6,19098000.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
7160,N58016,0,0,1,0,0,0,0,0,1,1,0,0,0,157,0.0,0,33.6,25488000.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
7162,N58049,0,0,1,0,0,0,0,0,1,1,0,0,0,157,0.0,0,33.6,20912400.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
7212,N58451,0,0,1,0,0,0,0,0,1,1,0,0,0,157,0.0,0,33.6,20912400.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
7264,N58853,0,0,1,0,0,0,0,0,1,1,0,0,0,7,0.0,0,19.95,20480400.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
7294,N59155,0,0,1,0,0,0,0,0,1,1,0,0,0,157,0.0,0,33.6,20998800.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
7318,N59378,0,0,1,0,0,0,0,0,1,1,0,0,0,157,0.0,0,33.6,20480400.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
7348,N59656,0,0,1,0,0,0,0,0,1,1,0,0,0,157,0.0,0,33.6,20134800.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
7374,N59845,0,0,1,0,0,0,0,0,1,1,0,0,0,157,0.0,0,33.6,19530000.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
7440,N60590,0,0,1,0,0,0,0,0,1,1,0,0,0,157,0.0,0,33.6,16246800.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
7472,N60844,0,0,1,0,0,0,0,0,1,1,0,0,0,157,0.0,0,33.6,19962000.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
7498,N61096,0,0,1,0,0,0,0,0,1,1,0,0,0,157,0.0,0,33.6,18061200.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
7510,N61265,0,0,1,0,0,0,0,0,1,1,0,0,0,157,0.0,0,33.6,18493200.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
7547,N61531,0,0,1,0,0,0,0,0,1,1,0,0,0,157,0.0,0,33.6,19702800.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
7563,N61660,0,0,1,0,0,0,0,0,1,1,0,0,0,157,0.0,0,33.6,19616400.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
7571,N61707,0,0,1,0,0,0,0,0,1,1,0,0,0,157,0.0,0,33.6,18925200.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
7613,N62070,0,0,1,0,0,0,0,0,1,1,0,0,0,157,0.0,0,33.6,18320400.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
7614,N62085,0,0,1,0,0,0,0,0,1,1,0,0,0,157,0.0,0,33.6,26006400.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
7662,N62619,0,0,1,0,0,0,0,0,1,1,0,0,0,7,0.0,0,33.6,17542800.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
7701,N63108,0,0,1,0,0,0,0,0,1,1,0,0,0,157,0.0,0,33.6,17024400.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
7765,N63601,0,0,1,0,0,0,0,0,1,1,0,0,0,157,0.0,0,33.6,17974800.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
7781,N63712,0,0,1,0,0,0,0,0,1,1,0,0,0,157,0.0,0,33.6,16592400.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
7801,N63916,0,0,1,0,0,0,0,0,1,1,0,0,0,157,0.0,0,33.6,20390400.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
7802,N63919,0,0,1,0,0,0,0,0,1,1,0,0,0,157,0.0,0,33.6,16160400.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
7840,N64300,0,0,1,0,0,0,0,0,1,1,0,0,0,7,0.0,0,19.95,16329600.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
7852,N64752,0,0,1,0,0,0,0,0,1,1,0,0,0,157,0.0,0,33.6,17107200.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
7857,N64778,0,0,1,0,0,0,0,0,1,1,0,0,0,157,0.0,0,33.6,20304000.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
7858,N64779,0,0,1,0,0,0,0,0,1,1,0,0,0,157,0.0,0,33.6,20304000.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
7867,N64955,0,0,1,0,0,0,0,0,1,1,0,0,0,157,0.0,0,33.6,20649600.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
7895,N65546,0,0,1,0,0,0,0,0,1,1,0,0,0,157,0.0,0,33.6,15811200.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
7896,N65553,0,0,1,0,0,0,0,0,1,1,0,0,0,157,0.0,0,33.6,16588800.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
7914,N65721,0,0,1,0,0,0,0,0,1,1,0,0,0,157,0.0,0,33.6,16848000.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
7919,N65779,0,0,1,0,0,0,0,0,1,1,0,0,0,157,0.0,0,33.6,16675200.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
7929,N65914,0,0,1,0,0,0,0,0,1,1,0,0,0,157,0.0,0,33.6,20649600.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
7939,N66027,0,0,1,0,0,0,0,0,1,1,0,0,0,157,0.0,0,33.6,19612800.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
7942,N66072,0,0,1,0,0,0,0,0,1,1,0,0,0,157,0.0,0,33.6,19090800.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
7950,N66192,0,0,1,0,0,0,0,0,1,1,0,0,0,157,0.0,0,35.0,19782000.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
7957,N66298,0,0,1,0,0,0,0,0,1,1,0,0,0,157,0.0,0,35.0,15202800.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
7969,N66422,0,0,1,0,0,0,0,0,1,1,0,0,0,157,0.0,0,33.6,16675200.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
7987,N66554,0,0,1,0,0,0,0,0,1,1,0,0,0,7,0.0,0,19.95,16243200.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
8014,N66875,0,0,1,0,0,0,0,0,1,1,0,0,0,157,0.0,0,33.6,17794800.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
8019,N66912,0,0,1,0,0,0,0,0,1,1,0,0,0,157,0.0,0,33.6,15552000.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
8020,N66914,0,0,1,0,0,0,0,0,1,1,0,0,0,157,0.0,0,33.6,19267200.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
8085,N68007,0,0,1,0,0,0,0,0,1,1,0,0,0,157,0.0,0,33.6,17708400.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
8086,N68012,0,0,1,0,0,0,0,0,1,1,0,0,0,157,0.0,0,33.6,17708400.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
8110,N68431,0,0,1,0,0,0,0,0,1,1,0,0,0,157,0.0,0,33.6,16585200.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
8213,N69758,0,0,1,0,0,0,0,0,1,1,0,0,0,157,0.0,0,35.0,15807600.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
8214,N69764,0,0,1,0,0,0,0,0,1,1,0,0,0,157,0.0,0,35.0,27129600.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
8218,N69771,0,0,1,0,0,0,0,0,1,1,0,0,0,157,0.0,0,35.0,20214000.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
8238,N69891,0,0,1,0,0,0,0,0,1,1,0,0,0,157,0.0,0,35.0,15894000.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
8252,N70034,0,0,1,0,0,0,0,0,1,1,0,0,0,157,0.0,0,35.0,19522800.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
8255,N70118,0,0,1,0,0,0,0,0,1,1,0,0,0,157,0.0,0,35.0,16153200.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
8266,N70226,0,0,1,0,0,0,0,0,1,1,0,0,0,157,0.0,0,35.0,19609200.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
8267,N70227,0,0,1,0,0,0,0,0,1,1,0,0,0,157,0.0,0,35.0,36198000.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
8276,N70494,0,0,1,0,0,0,0,0,1,1,0,0,0,157,0.0,0,35.0,21164400.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
8292,N70628,0,0,1,0,0,0,0,0,1,1,0,0,0,157,0.0,0,35.0,17190000.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
8348,N71068,0,0,1,0,0,0,0,0,1,1,0,0,0,157,0.0,0,35.0,15807600.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
8384,N71498,0,0,1,0,0,0,0,0,1,1,0,0,0,157,0.0,0,35.0,19090800.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
8402,N71743,0,0,1,0,0,0,0,0,1,1,0,0,0,157,0.0,0,35.0,15289200.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
8418,N71925,0,0,1,0,0,0,0,0,1,1,0,0,0,157,0.0,0,35.0,17888400.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
8436,N72199,0,0,1,0,0,0,0,0,1,1,0,0,0,157,0.0,0,35.0,18054000.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
8440,N72308,0,0,1,0,0,0,0,0,1,1,0,0,0,157,0.0,0,35.0,17535600.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
8443,N72317,0,0,1,0,0,0,0,0,1,1,0,0,0,157,0.0,0,35.0,17449200.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
8451,N72460,0,0,1,0,0,0,0,0,1,1,0,0,0,157,0.0,0,35.0,15894000.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
8547,N73720,0,0,1,0,0,0,0,0,1,1,0,0,0,157,0.0,0,35.0,16333200.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
8592,N74312,0,0,1,0,0,0,0,0,1,1,0,0,0,157,0.0,0,35.0,18666000.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
8622,N74721,0,0,1,0,0,0,0,0,1,1,0,0,0,157,0.0,0,35.0,17888400.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
8623,N74728,0,0,1,0,0,0,0,0,1,1,0,0,0,157,0.0,0,35.0,16074000.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
8627,N74927,0,0,1,0,0,0,0,0,1,1,0,0,0,157,0.0,0,35.0,17542800.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
8633,N74960,0,0,1,0,0,0,0,0,1,1,0,0,0,157,0.0,0,35.0,17024400.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
8673,N75842,0,0,1,0,0,0,0,0,1,1,0,0,0,157,0.0,0,35.0,30412800.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
8689,N76503,0,0,1,0,0,0,0,0,1,1,0,0,0,157,0.0,0,35.0,22204800.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
8694,N76529,0,0,1,0,0,0,0,0,1,1,0,0,0,157,0.0,0,35.0,21686400.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
8728,N76893,0,0,1,0,0,0,0,0,1,1,0,0,0,157,0.0,0,35.0,18666000.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
8738,N76964,0,0,1,0,0,0,0,0,1,1,0,0,0,157,0.0,0,35.0,18579600.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
8745,N77025,0,0,1,0,0,0,0,0,1,1,0,0,0,157,0.0,0,35.0,18320400.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
8763,N77169,0,0,1,0,0,0,0,0,1,1,0,0,0,157,0.0,0,35.0,22118400.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
8775,N77245,0,0,1,0,0,0,0,0,1,1,0,0,0,157,0.0,0,35.0,29030400.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
8788,N77373,0,0,1,0,0,0,0,0,1,1,0,0,0,157,0.0,0,35.0,29808000.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
8792,N77398,0,0,1,0,0,0,0,0,1,1,0,0,0,157,0.0,0,35.0,21254400.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
8863,N78956,0,0,1,0,0,0,0,0,1,1,0,0,0,157,0.0,0,35.0,17110800.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
8884,N79429,0,0,1,0,0,0,0,0,1,1,0,0,0,157,0.0,0,35.0,20566800.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
8967,N81348,0,0,1,0,0,0,0,0,1,1,0,0,0,157,0.0,0,35.0,28080000.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
9024,N81977,0,0,1,0,0,0,0,0,1,1,0,0,0,157,0.0,0,35.0,16156800.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
9029,N82042,0,0,1,0,0,0,0,0,1,1,0,0,0,157,0.0,0,35.0,25833600.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
9032,N82065,0,0,1,0,0,0,0,0,1,1,0,0,0,157,0.0,0,35.0,24451200.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
9038,N82119,0,0,1,0,0,0,0,0,1,1,0,0,0,157,0.0,0,35.0,16765200.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
9088,N82459,0,0,1,0,0,0,0,0,1,1,0,0,0,157,0.0,0,35.0,20822400.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
9090,N82484,0,0,1,0,0,0,0,0,1,1,0,0,0,157,0.0,0,35.0,17024400.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
9166,N83018,0,0,1,0,0,0,0,0,1,1,0,0,0,157,0.0,0,35.0,19958400.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
9186,N83149,0,0,1,0,0,0,0,0,1,1,0,0,0,157,0.0,0,35.0,27475200.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
9219,N83452,0,0,1,0,0,0,0,0,1,1,0,0,0,157,0.0,0,35.0,27302400.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
9231,N83522,0,0,1,0,0,0,0,0,1,1,0,0,0,157,0.0,0,35.0,15901200.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
9282,N84129,0,0,1,0,0,0,0,0,1,1,0,0,0,157,0.0,0,35.0,18057600.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
9305,N84390,0,0,1,0,0,0,0,0,1,1,0,0,0,157,0.0,0,35.0,18662400.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
9362,N84915,0,0,1,0,0,0,0,0,1,1,0,0,0,157,0.0,0,35.0,17193600.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
9363,N84917,0,0,1,0,0,0,0,0,1,1,0,0,0,157,0.0,0,35.0,17107200.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
9491,N86343,0,0,1,0,0,0,0,0,1,1,0,0,0,157,0.0,0,35.0,18313200.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
9514,N86567,0,0,1,0,0,0,0,0,1,1,0,0,0,7,0.0,0,21.0,19436400.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
9522,N86610,0,0,1,0,0,0,0,0,1,1,0,0,0,157,0.0,0,35.0,15292800.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
9535,N86742,0,0,1,0,0,0,0,0,1,1,0,0,0,7,0.0,0,21.0,17967600.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
9563,N87135,0,0,1,0,0,0,0,0,1,1,0,0,0,157,0.0,0,35.0,19263600.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
9590,N87460,0,0,1,0,0,0,0,0,1,1,0,0,0,157,0.0,0,35.0,18572400.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
9605,N87598,0,0,1,0,0,0,0,0,1,1,0,0,0,157,0.0,0,35.0,18658800.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
9672,N88297,0,0,1,0,0,0,0,0,1,1,0,0,0,157,0.0,0,35.0,19177200.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
9673,N88318,0,0,1,0,0,0,0,0,1,1,0,0,0,157,0.0,0,35.0,18831600.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
9716,N88851,0,0,1,0,0,0,0,0,1,1,0,0,0,157,0.0,0,35.0,16498800.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
9721,N88933,0,0,1,0,0,0,0,0,1,1,0,0,0,157,0.0,0,35.0,22978800.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
9755,N89325,0,0,1,0,0,0,0,0,1,1,0,0,0,157,0.0,0,35.0,17017200.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
9759,N89339,0,0,1,0,0,0,0,0,1,1,0,0,0,157,0.0,0,35.0,16671600.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
9770,N89431,0,0,1,0,0,0,0,0,1,1,0,0,0,157,0.0,0,35.0,17967600.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
9775,N89475,0,0,1,0,0,0,0,0,1,1,0,0,0,157,0.0,0,35.0,17362800.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
9778,N89514,0,0,1,0,0,0,0,0,1,1,0,0,0,157,0.0,0,35.0,16844400.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
9783,N89541,0,0,1,0,0,0,0,0,1,1,0,0,0,157,0.0,0,35.0,16412400.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
9802,N90092,0,0,1,0,0,0,0,0,1,1,0,0,0,157,0.0,0,35.0,15548400.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
9813,N90301,0,0,1,0,0,0,0,0,1,1,0,0,0,157,0.0,0,35.0,15807600.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
9824,N90865,0,0,1,0,0,0,0,0,1,1,0,0,0,157,0.0,0,35.0,17708400.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
9841,N91387,0,0,1,0,0,0,0,0,1,1,0,0,0,157,0.0,0,35.0,21078000.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
9849,N91606,0,0,1,0,0,0,0,0,1,1,0,0,0,157,0.0,0,35.0,16153200.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
9864,N91693,0,0,1,0,0,0,0,0,1,1,0,0,0,157,0.0,0,35.0,16930800.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
9865,N91702,0,0,1,0,0,0,0,0,1,1,0,0,0,7,0.0,0,21.0,23241600.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
9886,N91945,0,0,1,0,0,0,0,0,1,1,0,0,0,157,0.0,0,35.0,17370000.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
9897,N92044,0,0,1,0,0,0,0,0,1,1,0,0,0,157,0.0,0,35.0,17449200.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
9907,N92225,0,0,1,0,0,0,0,0,1,1,0,0,0,157,0.0,0,35.0,16844400.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
9936,N92652,0,0,1,0,0,0,0,0,1,1,0,0,0,157,0.0,0,35.0,17622000.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
9945,N92853,0,0,1,0,0,0,0,0,1,1,0,0,0,157,0.0,0,35.0,18054000.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
9982,N93649,0,0,1,0,0,0,0,0,1,1,0,0,0,157,0.0,0,35.0,18925200.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
10010,N94040,0,0,1,0,0,0,0,0,1,1,0,0,0,157,0.0,0,35.0,17629200.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
10082,N94892,0,0,1,0,0,0,0,0,1,1,0,0,0,7,0.0,0,21.0,17370000.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
10096,N94993,0,0,1,0,0,0,0,0,1,1,0,0,0,157,0.0,0,35.0,19530000.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
10125,N95321,0,0,1,0,0,0,0,0,1,1,0,0,0,157,0.0,0,35.0,18579600.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
10276,N97167,0,0,1,0,0,0,0,0,1,1,0,0,0,157,0.0,0,35.0,22809600.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
10296,N97410,0,0,1,0,0,0,0,0,1,1,0,0,0,157,0.0,0,35.0,25056000.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
10316,N97594,0,0,1,0,0,0,0,0,1,1,0,0,0,157,0.0,0,35.0,15987600.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
10320,N97643,0,0,1,0,0,0,0,0,1,1,0,0,0,157,0.0,0,35.0,15555600.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
10325,N97667,0,0,1,0,0,0,0,0,1,1,0,0,0,7,0.0,0,21.0,25142400.0,0,0,0,0,0,0,1,0,0,222011.7873383694,22112372626.470123
