,@@case_id_column,event:concept:name@Add penalty,event:concept:name@Appeal to Judge,event:concept:name@Create Fine,event:concept:name@Insert Date Appeal to Prefecture,event:concept:name@Insert Fine Notification,event:concept:name@Notify Result Appeal to Offender,event:concept:name@Payment,event:concept:name@Receive Result Appeal from Prefecture,event:concept:name@Send Appeal to Prefecture,event:concept:name@Send Fine,event:notificationType@C,event:notificationType@P,event:vehicleClass@A,event:vehicleClass@C,event:vehicleClass@M,event:dismissal@#,event:dismissal@C,event:dismissal@D,event:dismissal@NIL,event:article,event:totalPaymentAmount,event:points,event:expense,event:amount,@@caseDuration,@@num_occurrence_Payment,@@num_occurrence_Insert Date Appeal to Prefecture,@@num_occurrence_Notify Result Appeal to Offender,@@num_occurrence_Insert Fine Notification,@@num_occurrence_Send Appeal to Prefecture,@@num_occurrence_Add penalty,@@num_occurrence_Receive Result Appeal from Prefecture,@@num_occurrence_Create Fine,@@num_occurrence_Send Fine,@@num_occurrence_Appeal to Judge,Surprisingness,Effectiveness
681,N72815,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,7,0.0,0,14.25,42.5,194054400.0,0,1,0,1,0,1,0,1,1,0,1262033.4367899578,52248177771.89781
685,N73139,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,157,0.0,0,11.0,71.5,210301200.0,0,1,0,1,0,1,0,1,1,0,1262033.4367899578,52248177771.89781
687,N73322,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,157,0.0,0,11.0,71.5,208141200.0,0,1,0,1,0,1,0,1,1,0,1262033.4367899578,52248177771.89781
689,N73428,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,157,0.0,0,14.25,71.5,212288400.0,0,1,0,1,0,1,0,1,1,0,1262033.4367899578,52248177771.89781
691,N73840,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,157,0.0,0,11.0,71.5,210214800.0,0,1,0,1,0,1,0,1,1,0,1262033.4367899578,52248177771.89781
694,N74079,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,157,0.0,0,11.0,71.5,208746000.0,0,1,0,1,0,1,0,1,1,0,1262033.4367899578,52248177771.89781
695,N74092,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,157,0.0,0,11.0,71.5,208659600.0,0,1,0,1,0,1,0,1,1,0,1262033.4367899578,52248177771.89781
698,N74266,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,157,0.0,0,14.25,71.5,210474000.0,0,1,0,1,0,1,0,1,1,0,1262033.4367899578,52248177771.89781
700,N74429,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,157,0.0,0,11.0,71.5,210301200.0,0,1,0,1,0,1,0,1,1,0,1262033.4367899578,52248177771.89781
701,N74712,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,157,0.0,0,11.0,71.5,207450000.0,0,1,0,1,0,1,0,1,1,0,1262033.4367899578,52248177771.89781
703,N74953,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,157,0.0,0,11.0,71.5,208486800.0,0,1,0,1,0,1,0,1,1,0,1262033.4367899578,52248177771.89781
704,N75079,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,157,0.0,0,11.0,71.5,208054800.0,0,1,0,1,0,1,0,1,1,0,1262033.4367899578,52248177771.89781
708,N76043,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,157,0.0,0,11.0,71.5,203389200.0,0,1,0,1,0,1,0,1,1,0,1262033.4367899578,52248177771.89781
710,N76544,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,157,0.0,0,14.25,71.5,202957200.0,0,1,0,1,0,1,0,1,1,0,1262033.4367899578,52248177771.89781
712,N76743,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,157,0.0,0,11.0,71.5,203043600.0,0,1,0,1,0,1,0,1,1,0,1262033.4367899578,52248177771.89781
713,N76864,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,157,0.0,0,11.0,71.5,203821200.0,0,1,0,1,0,1,0,1,1,0,1262033.4367899578,52248177771.89781
721,N77099,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,157,0.0,0,11.0,71.5,202957200.0,0,1,0,1,0,1,0,1,1,0,1262033.4367899578,52248177771.89781
724,N77296,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,157,0.0,0,11.0,71.5,202698000.0,0,1,0,1,0,1,0,1,1,0,1262033.4367899578,52248177771.89781
726,N77352,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,157,0.0,0,11.0,71.5,203216400.0,0,1,0,1,0,1,0,1,1,0,1262033.4367899578,52248177771.89781
736,N78554,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,157,0.0,0,11.0,71.5,203475600.0,0,1,0,1,0,1,0,1,1,0,1262033.4367899578,52248177771.89781
739,N78841,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,157,0.0,0,11.0,71.5,207882000.0,0,1,0,1,0,1,0,1,1,0,1262033.4367899578,52248177771.89781
747,N81698,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,157,0.0,0,11.0,71.5,202006800.0,0,1,0,1,0,1,0,1,1,0,1262033.4367899578,52248177771.89781
748,N81823,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,157,0.0,0,14.25,71.5,202611600.0,0,1,0,1,0,1,0,1,1,0,1262033.4367899578,52248177771.89781
751,N81959,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,157,0.0,0,11.0,71.5,198118800.0,0,1,0,1,0,1,0,1,1,0,1262033.4367899578,52248177771.89781
755,N82370,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,157,0.0,0,14.25,71.5,201229200.0,0,1,0,1,0,1,0,1,1,0,1262033.4367899578,52248177771.89781
756,N82510,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,157,0.0,0,11.0,71.5,201747600.0,0,1,0,1,0,1,0,1,1,0,1262033.4367899578,52248177771.89781
759,N83355,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,157,0.0,0,11.0,71.5,200710800.0,0,1,0,1,0,1,0,1,1,0,1262033.4367899578,52248177771.89781
760,N83516,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,157,0.0,0,11.0,71.5,200797200.0,0,1,0,1,0,1,0,1,1,0,1262033.4367899578,52248177771.89781
763,N83776,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,157,0.0,0,11.0,71.5,200451600.0,0,1,0,1,0,1,0,1,1,0,1262033.4367899578,52248177771.89781
765,N83832,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,157,0.0,0,14.25,71.5,200451600.0,0,1,0,1,0,1,0,1,1,0,1262033.4367899578,52248177771.89781
771,N84672,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,157,0.0,0,11.0,71.5,199155600.0,0,1,0,1,0,1,0,1,1,0,1262033.4367899578,52248177771.89781
772,N84761,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,157,0.0,0,11.0,71.5,199069200.0,0,1,0,1,0,1,0,1,1,0,1262033.4367899578,52248177771.89781
778,N85380,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,157,0.0,0,22.2,71.5,39315600.0,0,1,0,1,0,1,0,1,1,0,1262033.4367899578,52248177771.89781
780,N85794,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,7,0.0,0,11.0,42.5,194054400.0,0,1,0,1,0,1,0,1,1,0,1262033.4367899578,52248177771.89781
789,N87447,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,157,0.0,0,11.0,71.5,192844800.0,0,1,0,1,0,1,0,1,1,0,1262033.4367899578,52248177771.89781
802,N88922,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,157,0.0,0,14.25,71.5,190252800.0,0,1,0,1,0,1,0,1,1,0,1262033.4367899578,52248177771.89781
804,N89527,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,7,0.0,0,11.0,42.5,189648000.0,0,1,0,1,0,1,0,1,1,0,1262033.4367899578,52248177771.89781
805,N89554,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,157,0.0,0,14.25,71.5,190771200.0,0,1,0,1,0,1,0,1,1,0,1262033.4367899578,52248177771.89781
812,N91982,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,157,0.0,0,11.0,71.5,176000400.0,0,1,0,1,0,1,0,1,1,0,1262033.4367899578,52248177771.89781
817,N92888,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,157,0.0,0,14.25,71.5,184809600.0,0,1,0,1,0,1,0,1,1,0,1262033.4367899578,52248177771.89781
820,N93442,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,157,0.0,0,11.0,71.5,181184400.0,0,1,0,1,0,1,0,1,1,0,1262033.4367899578,52248177771.89781
828,N94824,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,157,0.0,0,11.0,71.5,179974800.0,0,1,0,1,0,1,0,1,1,0,1262033.4367899578,52248177771.89781
830,N94912,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,157,0.0,0,14.25,71.5,179024400.0,0,1,0,1,0,1,0,1,1,0,1262033.4367899578,52248177771.89781
833,N95182,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,157,0.0,0,11.0,71.5,178333200.0,0,1,0,1,0,1,0,1,1,0,1262033.4367899578,52248177771.89781
834,N95546,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,157,0.0,0,14.25,71.5,178246800.0,0,1,0,1,0,1,0,1,1,0,1262033.4367899578,52248177771.89781
836,N96040,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,157,0.0,0,14.25,71.5,177901200.0,0,1,0,1,0,1,0,1,1,0,1262033.4367899578,52248177771.89781
844,N97140,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,157,0.0,0,11.0,71.5,176000400.0,0,1,0,1,0,1,0,1,1,0,1262033.4367899578,52248177771.89781
846,N97470,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,7,0.0,0,11.0,42.5,175050000.0,0,1,0,1,0,1,0,1,1,0,1262033.4367899578,52248177771.89781
848,N97632,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,157,0.0,0,11.0,71.5,175309200.0,0,1,0,1,0,1,0,1,1,0,1262033.4367899578,52248177771.89781
850,N97798,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,157,0.0,0,16.6,71.5,174963600.0,0,1,0,1,0,1,0,1,1,0,1262033.4367899578,52248177771.89781
852,N97957,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,157,0.0,0,11.0,71.5,175914000.0,0,1,0,1,0,1,0,1,1,0,1262033.4367899578,52248177771.89781
856,N98467,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,157,0.0,0,11.0,71.5,174790800.0,0,1,0,1,0,1,0,1,1,0,1262033.4367899578,52248177771.89781
857,N98469,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,157,0.0,0,11.0,71.5,174790800.0,0,1,0,1,0,1,0,1,1,0,1262033.4367899578,52248177771.89781
858,N98736,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,157,0.0,0,11.0,71.5,173062800.0,0,1,0,1,0,1,0,1,1,0,1262033.4367899578,52248177771.89781
865,N98957,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,7,0.0,0,14.25,42.5,173149200.0,0,1,0,1,0,1,0,1,1,0,1262033.4367899578,52248177771.89781
867,N99025,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,157,0.0,0,11.0,71.5,174186000.0,0,1,0,1,0,1,0,1,1,0,1262033.4367899578,52248177771.89781
869,N99087,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,157,0.0,0,14.25,71.5,173667600.0,0,1,0,1,0,1,0,1,1,0,1262033.4367899578,52248177771.89781
872,N99540,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,157,0.0,0,14.25,71.5,174704400.0,0,1,0,1,0,1,0,1,1,0,1262033.4367899578,52248177771.89781
874,N99573,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,157,0.0,0,11.0,71.5,174272400.0,0,1,0,1,0,1,0,1,1,0,1262033.4367899578,52248177771.89781
876,N99762,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,157,0.0,0,11.0,71.5,174358800.0,0,1,0,1,0,1,0,1,1,0,1262033.4367899578,52248177771.89781
951,S100019,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,158,0.0,0,19.85,71.5,36547200.0,0,1,0,1,0,1,0,1,1,0,1262033.4367899578,52248177771.89781
952,S100033,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,157,0.0,0,14.25,71.5,202438800.0,0,1,0,1,0,1,0,1,1,0,1262033.4367899578,52248177771.89781
979,S103931,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,7,0.0,0,11.0,71.5,202784400.0,0,1,0,1,0,1,0,1,1,0,1262033.4367899578,52248177771.89781
981,S103944,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,7,0.0,0,11.0,71.5,202698000.0,0,1,0,1,0,1,0,1,1,0,1262033.4367899578,52248177771.89781
986,S104748,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,7,0.0,0,14.25,71.5,203216400.0,0,1,0,1,0,1,0,1,1,0,1262033.4367899578,52248177771.89781
990,S104889,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,7,0.0,0,14.25,71.5,203043600.0,0,1,0,1,0,1,0,1,1,0,1262033.4367899578,52248177771.89781
994,S105181,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,7,0.0,0,14.25,71.5,202611600.0,0,1,0,1,0,1,0,1,1,0,1262033.4367899578,52248177771.89781
995,S105192,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,141,0.0,5,14.25,143.0,202438800.0,0,1,0,1,0,1,0,1,1,0,1262033.4367899578,52248177771.89781
998,S105542,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,158,0.0,2,11.0,143.0,200970000.0,0,1,0,1,0,1,0,1,1,0,1262033.4367899578,52248177771.89781
1004,S105744,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,158,0.0,0,11.0,71.5,202784400.0,0,1,0,1,0,1,0,1,1,0,1262033.4367899578,52248177771.89781
1005,S105809,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,7,0.0,0,14.25,71.5,203216400.0,0,1,0,1,0,1,0,1,1,0,1262033.4367899578,52248177771.89781
1014,S106672,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,7,0.0,0,11.0,71.5,200710800.0,0,1,0,1,0,1,0,1,1,0,1262033.4367899578,52248177771.89781
1017,S106962,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,7,0.0,0,14.25,71.5,200710800.0,0,1,0,1,0,1,0,1,1,0,1262033.4367899578,52248177771.89781
1029,S107667,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,158,0.0,0,11.0,143.0,196995600.0,0,1,0,1,0,1,0,1,1,0,1262033.4367899578,52248177771.89781
1030,S107748,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,7,0.0,0,13.5,74.0,105238800.0,0,1,0,1,0,1,0,1,1,0,1262033.4367899578,52248177771.89781
1031,S107825,1,0,1,1,1,0,0,0,1,1,0,1,0,0,1,0,0,0,1,191,0.0,5,14.25,275.0,198810000.0,0,1,0,1,0,1,0,1,1,0,1262033.4367899578,52248177771.89781
1033,S107913,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,7,0.0,0,11.0,71.5,200192400.0,0,1,0,1,0,1,0,1,1,0,1262033.4367899578,52248177771.89781
1043,S108437,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,7,0.0,0,14.25,71.5,191289600.0,0,1,0,1,0,1,0,1,1,0,1262033.4367899578,52248177771.89781
1052,S108707,1,0,1,1,1,0,0,0,1,1,0,1,0,1,0,0,0,0,1,7,0.0,0,11.0,71.5,196131600.0,0,1,0,1,0,1,0,1,1,0,1262033.4367899578,52248177771.89781
1059,S108971,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,7,0.0,0,14.25,71.5,195008400.0,0,1,0,1,0,1,0,1,1,0,1262033.4367899578,52248177771.89781
1061,S108991,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,158,0.0,0,19.85,71.5,193795200.0,0,1,0,1,0,1,0,1,1,0,1262033.4367899578,52248177771.89781
1071,S109851,1,0,1,1,1,0,0,0,1,1,0,1,0,1,0,0,0,0,1,171,0.0,0,11.0,137.5,185500800.0,0,1,0,1,0,1,0,1,1,0,1262033.4367899578,52248177771.89781
1072,S109861,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,158,0.0,2,11.0,143.0,185155200.0,0,1,0,1,0,1,0,1,1,0,1262033.4367899578,52248177771.89781
1078,S110094,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,7,0.0,0,11.0,71.5,182304000.0,0,1,0,1,0,1,0,1,1,0,1262033.4367899578,52248177771.89781
1091,S111336,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,146,0.0,6,16.6,275.0,32313600.0,0,1,0,1,0,1,0,1,1,0,1262033.4367899578,52248177771.89781
1098,S111775,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,158,0.0,0,14.25,71.5,175741200.0,0,1,0,1,0,1,0,1,1,0,1262033.4367899578,52248177771.89781
1108,S112424,1,0,1,1,1,0,0,0,1,1,0,1,0,0,1,0,0,0,1,158,0.0,0,11.0,71.5,171853200.0,0,1,0,1,0,1,0,1,1,0,1262033.4367899578,52248177771.89781
1112,S112568,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,158,0.0,0,14.25,143.0,173235600.0,0,1,0,1,0,1,0,1,1,0,1262033.4367899578,52248177771.89781
1119,S112781,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,7,0.0,0,14.25,71.5,173754000.0,0,1,0,1,0,1,0,1,1,0,1262033.4367899578,52248177771.89781
1120,S112818,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,158,0.0,0,14.25,71.5,174186000.0,0,1,0,1,0,1,0,1,1,0,1262033.4367899578,52248177771.89781
1146,S113863,1,0,1,1,1,0,0,0,1,1,0,1,0,0,1,0,0,0,1,146,0.0,6,11.0,275.0,169002000.0,0,1,0,1,0,1,0,1,1,0,1262033.4367899578,52248177771.89781
1159,S114524,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,157,0.0,0,11.0,71.5,170816400.0,0,1,0,1,0,1,0,1,1,0,1262033.4367899578,52248177771.89781
1161,S114686,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,7,0.0,0,11.0,71.5,169952400.0,0,1,0,1,0,1,0,1,1,0,1262033.4367899578,52248177771.89781
1168,S115017,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,158,0.0,2,11.0,143.0,169434000.0,0,1,0,1,0,1,0,1,1,0,1262033.4367899578,52248177771.89781
1172,S115096,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,158,0.0,0,11.0,143.0,167878800.0,0,1,0,1,0,1,0,1,1,0,1262033.4367899578,52248177771.89781
1186,S115489,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,7,0.0,0,11.0,71.5,168138000.0,0,1,0,1,0,1,0,1,1,0,1262033.4367899578,52248177771.89781
1193,S115776,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,7,0.0,0,11.0,71.5,168310800.0,0,1,0,1,0,1,0,1,1,0,1262033.4367899578,52248177771.89781
1204,S116627,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,158,0.0,2,13.0,148.0,133146000.0,0,1,0,1,0,1,0,1,1,0,1262033.4367899578,52248177771.89781
1209,S117234,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,158,0.0,2,11.0,143.0,159580800.0,0,1,0,1,0,1,0,1,1,0,1262033.4367899578,52248177771.89781
1213,S117471,1,0,1,1,1,0,0,0,1,1,0,1,0,0,1,0,0,0,1,41,0.0,0,11.0,0.0,160704000.0,0,1,0,1,0,1,0,1,1,0,1262033.4367899578,52248177771.89781
1221,S118221,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,7,0.0,0,13.0,74.0,145760400.0,0,1,0,1,0,1,0,1,1,0,1262033.4367899578,52248177771.89781
1223,S118600,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,7,0.0,0,13.0,74.0,141786000.0,0,1,0,1,0,1,0,1,1,0,1262033.4367899578,52248177771.89781
1224,S118756,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,158,0.0,0,11.0,143.0,157507200.0,0,1,0,1,0,1,0,1,1,0,1262033.4367899578,52248177771.89781
1225,S118922,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,146,0.0,6,13.0,285.0,153532800.0,0,1,0,1,0,1,0,1,1,0,1262033.4367899578,52248177771.89781
1232,S119456,1,0,1,1,1,0,0,0,1,1,0,1,0,1,0,0,0,0,1,146,0.0,0,13.0,285.0,148525200.0,0,1,0,1,0,1,0,1,1,0,1262033.4367899578,52248177771.89781
1245,S120036,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,7,0.0,0,13.0,74.0,141094800.0,0,1,0,1,0,1,0,1,1,0,1262033.4367899578,52248177771.89781
1247,S120214,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,7,0.0,0,13.0,74.0,140662800.0,0,1,0,1,0,1,0,1,1,0,1262033.4367899578,52248177771.89781
1249,S120445,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,7,0.0,0,13.0,74.0,139798800.0,0,1,0,1,0,1,0,1,1,0,1262033.4367899578,52248177771.89781
1258,S121171,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,157,0.0,0,13.0,74.0,137379600.0,0,1,0,1,0,1,0,1,1,0,1262033.4367899578,52248177771.89781
1261,S121356,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,7,0.0,0,13.0,74.0,117334800.0,0,1,0,1,0,1,0,1,1,0,1262033.4367899578,52248177771.89781
1263,S121539,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,158,0.0,0,13.0,148.0,137379600.0,0,1,0,1,0,1,0,1,1,0,1262033.4367899578,52248177771.89781
1264,S121540,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,191,0.0,5,13.0,285.0,137379600.0,0,1,0,1,0,1,0,1,1,0,1262033.4367899578,52248177771.89781
1269,S122073,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,158,0.0,0,13.0,148.0,135133200.0,0,1,0,1,0,1,0,1,1,0,1262033.4367899578,52248177771.89781
1272,S122164,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,157,0.0,0,13.0,74.0,135910800.0,0,1,0,1,0,1,0,1,1,0,1262033.4367899578,52248177771.89781
1278,S122390,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,7,0.0,0,13.5,74.0,107658000.0,0,1,0,1,0,1,0,1,1,0,1262033.4367899578,52248177771.89781
1283,S122672,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,7,0.0,0,13.0,74.0,133491600.0,0,1,0,1,0,1,0,1,1,0,1262033.4367899578,52248177771.89781
1284,S122798,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,7,0.0,0,13.5,74.0,106362000.0,0,1,0,1,0,1,0,1,1,0,1262033.4367899578,52248177771.89781
1289,S123011,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,157,0.0,0,13.0,74.0,130118400.0,0,1,0,1,0,1,0,1,1,0,1262033.4367899578,52248177771.89781
1293,S123136,1,0,1,1,1,0,0,0,1,1,0,1,0,1,0,0,0,0,1,158,0.0,0,13.0,148.0,128649600.0,0,1,0,1,0,1,0,1,1,0,1262033.4367899578,52248177771.89781
1300,S123535,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,158,0.0,0,13.0,148.0,124848000.0,0,1,0,1,0,1,0,1,1,0,1262033.4367899578,52248177771.89781
1314,S124850,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,158,0.0,0,13.5,155.5,92275200.0,0,1,0,1,0,1,0,1,1,0,1262033.4367899578,52248177771.89781
1315,S124906,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,158,0.0,0,13.0,74.0,113360400.0,0,1,0,1,0,1,0,1,1,0,1262033.4367899578,52248177771.89781
1320,S125634,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,158,0.0,0,13.5,74.0,106362000.0,0,1,0,1,0,1,0,1,1,0,1262033.4367899578,52248177771.89781
1322,S125773,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,158,0.0,0,13.5,74.0,108867600.0,0,1,0,1,0,1,0,1,1,0,1262033.4367899578,52248177771.89781
1326,S126066,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,158,0.0,0,13.5,148.0,109126800.0,0,1,0,1,0,1,0,1,1,0,1262033.4367899578,52248177771.89781
1328,S126217,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,158,0.0,0,13.5,74.0,106448400.0,0,1,0,1,0,1,0,1,1,0,1262033.4367899578,52248177771.89781
1329,S126327,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,158,0.0,0,13.5,148.0,108349200.0,0,1,0,1,0,1,0,1,1,0,1262033.4367899578,52248177771.89781
1336,S127283,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,157,0.0,0,13.5,77.5,82170000.0,0,1,0,1,0,1,0,1,1,0,1262033.4367899578,52248177771.89781
1350,S128364,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,158,0.0,0,13.5,148.0,105498000.0,0,1,0,1,0,1,0,1,1,0,1262033.4367899578,52248177771.89781
1359,S128803,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,7,0.0,0,13.5,74.0,106275600.0,0,1,0,1,0,1,0,1,1,0,1262033.4367899578,52248177771.89781
