,@@case_id_column,event:concept:name@Add penalty,event:concept:name@Appeal to Judge,event:concept:name@Create Fine,event:concept:name@Insert Date Appeal to Prefecture,event:concept:name@Insert Fine Notification,event:concept:name@Notify Result Appeal to Offender,event:concept:name@Payment,event:concept:name@Receive Result Appeal from Prefecture,event:concept:name@Send Appeal to Prefecture,event:concept:name@Send Fine,event:concept:name@Send for Credit Collection,event:notificationType@C,event:notificationType@P,event:vehicleClass@A,event:vehicleClass@C,event:vehicleClass@M,event:vehicleClass@R,event:dismissal@4,event:dismissal@@,event:dismissal@D,event:dismissal@G,event:dismissal@NIL,event:dismissal@Z,event:article,event:totalPaymentAmount,event:points,event:expense,event:amount,@@caseDuration,@@num_occurrence_Payment,@@num_occurrence_Insert Date Appeal to Prefecture,@@num_occurrence_Notify Result Appeal to Offender,@@num_occurrence_Insert Fine Notification,@@num_occurrence_Send Appeal to Prefecture,@@num_occurrence_Add penalty,@@num_occurrence_Receive Result Appeal from Prefecture,@@num_occurrence_Send for Credit Collection,@@num_occurrence_Create Fine,@@num_occurrence_Send Fine,@@num_occurrence_Appeal to Judge,Surprisingness,Effectiveness
58514,C20139,1,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,170,70.0,0,0.0,142.5,5187600.0,0,0,0,1,0,1,0,0,1,1,0,438015.8357281996,3243069087090.054
58515,C20140,1,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,115,36.0,0,0.0,74.0,5187600.0,0,0,0,1,0,1,0,0,1,1,0,438015.8357281996,3243069087090.054
58527,C20257,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,80,148.0,0,0.0,297.0,5356800.0,0,0,0,1,0,1,0,0,1,1,0,438015.8357281996,3243069087090.054
58528,C20280,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,7,36.0,0,0.0,74.0,5184000.0,0,0,0,1,0,1,0,0,1,1,0,438015.8357281996,3243069087090.054
58529,C20292,1,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,171,142.5,0,0.0,142.5,5616000.0,0,0,0,1,0,1,0,0,1,1,0,438015.8357281996,3243069087090.054
58532,C20319,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,180,38.0,0,0.0,77.5,5439600.0,0,0,0,1,0,1,0,0,1,1,0,438015.8357281996,3243069087090.054
58533,C20340,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,180,74.0,0,0.0,74.0,6480000.0,0,0,0,1,0,1,0,0,1,1,0,438015.8357281996,3243069087090.054
58534,C20366,1,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,180,46.0,0,0.0,46.0,11314800.0,0,0,0,1,0,1,0,0,1,1,0,438015.8357281996,3243069087090.054
58536,C20403,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,80,155.0,0,0.0,312.0,5266800.0,0,0,0,1,0,1,0,0,1,1,0,438015.8357281996,3243069087090.054
58537,C20436,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,80,155.0,0,0.0,312.0,5270400.0,0,0,0,1,0,1,0,0,1,1,0,438015.8357281996,3243069087090.054
58538,C20446,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,80,155.0,0,0.0,312.0,5270400.0,0,0,0,1,0,1,0,0,1,1,0,438015.8357281996,3243069087090.054
58539,C20454,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,158,78.0,0,0.0,155.5,5266800.0,0,0,0,1,0,1,0,0,1,1,0,438015.8357281996,3243069087090.054
58541,C20605,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,180,38.0,0,0.0,77.5,5270400.0,0,0,0,1,0,1,0,0,1,1,0,438015.8357281996,3243069087090.054
58542,C20614,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,80,155.0,0,0.0,312.0,5184000.0,0,0,0,1,0,1,0,0,1,1,0,438015.8357281996,3243069087090.054
58545,C20750,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,80,155.0,0,0.0,312.0,5270400.0,0,0,0,1,0,1,0,0,1,1,0,438015.8357281996,3243069087090.054
58547,C20805,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,7,38.0,0,0.0,77.5,5274000.0,0,0,0,1,0,1,0,0,1,1,0,438015.8357281996,3243069087090.054
58549,C20816,1,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,80,155.0,0,0.0,312.0,5270400.0,0,0,0,1,0,1,0,0,1,1,0,438015.8357281996,3243069087090.054
58550,C20839,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,80,155.0,0,0.0,312.0,5184000.0,0,0,0,1,0,1,0,0,1,1,0,438015.8357281996,3243069087090.054
58554,C20896,1,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,170,74.0,0,0.0,149.5,5187600.0,0,0,0,1,0,1,0,0,1,1,0,438015.8357281996,3243069087090.054
58555,C20932,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,20,155.0,0,0.0,312.0,5356800.0,0,0,0,1,0,1,0,0,1,1,0,438015.8357281996,3243069087090.054
58558,C21008,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,23,389.0,0,0.0,779.5,5356800.0,0,0,0,1,0,1,0,0,1,1,0,438015.8357281996,3243069087090.054
58559,C21009,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,20,155.0,0,0.0,312.0,5356800.0,0,0,0,1,0,1,0,0,1,1,0,438015.8357281996,3243069087090.054
58563,C21064,1,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,170,74.0,0,0.0,149.5,5187600.0,0,0,0,1,0,1,0,0,1,1,0,438015.8357281996,3243069087090.054
58567,C21124,1,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,158,38.0,0,0.0,77.5,5187600.0,0,0,0,1,0,1,0,0,1,1,0,438015.8357281996,3243069087090.054
58571,C21205,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,181,46.0,0,0.0,46.0,5616000.0,0,0,0,1,0,1,0,0,1,1,0,438015.8357281996,3243069087090.054
58574,C21213,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,80,155.0,0,0.0,312.0,5270400.0,0,0,0,1,0,1,0,0,1,1,0,438015.8357281996,3243069087090.054
58577,C21253,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,188,78.0,0,0.0,155.5,5184000.0,0,0,0,1,0,1,0,0,1,1,0,438015.8357281996,3243069087090.054
58578,C21272,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,23,389.0,0,0.0,779.5,5184000.0,0,0,0,1,0,1,0,0,1,1,0,438015.8357281996,3243069087090.054
58582,C21317,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,23,389.0,0,0.0,779.5,5356800.0,0,0,0,1,0,1,0,0,1,1,0,438015.8357281996,3243069087090.054
58586,C21407,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,20,155.0,0,0.0,312.0,5184000.0,0,0,0,1,0,1,0,0,1,1,0,438015.8357281996,3243069087090.054
58588,C21422,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,180,38.0,0,0.0,77.5,5184000.0,0,0,0,1,0,1,0,0,1,1,0,438015.8357281996,3243069087090.054
58589,C21433,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,23,42.0,0,0.0,779.5,12963600.0,0,0,0,1,0,1,0,0,1,1,0,438015.8357281996,3243069087090.054
58591,C21435,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,23,389.0,0,0.0,779.5,5965200.0,0,0,0,1,0,1,0,0,1,1,0,438015.8357281996,3243069087090.054
58593,C21457,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,80,155.0,0,0.0,312.0,5443200.0,0,0,0,1,0,1,0,0,1,1,0,438015.8357281996,3243069087090.054
58595,C21465,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,80,155.0,0,0.0,312.0,5270400.0,0,0,0,1,0,1,0,0,1,1,0,438015.8357281996,3243069087090.054
58596,C21466,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,80,155.0,0,0.0,312.0,5356800.0,0,0,0,1,0,1,0,0,1,1,0,438015.8357281996,3243069087090.054
58599,C21497,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,157,77.5,0,0.0,77.5,6393600.0,0,0,0,1,0,1,0,0,1,1,0,438015.8357281996,3243069087090.054
58606,C21584,1,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,180,46.0,0,0.0,46.0,6915600.0,0,0,0,1,0,1,0,0,1,1,0,438015.8357281996,3243069087090.054
58607,C21590,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,126,155.0,0,0.0,312.0,5184000.0,0,0,0,1,0,1,0,0,1,1,0,438015.8357281996,3243069087090.054
58610,C21631,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,157,38.0,0,0.0,77.5,5184000.0,0,0,0,1,0,1,0,0,1,1,0,438015.8357281996,3243069087090.054
58615,C21681,1,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,116,542.0,0,0.0,1084.0,5184000.0,0,0,0,1,0,1,0,0,1,1,0,438015.8357281996,3243069087090.054
58617,C21694,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,157,77.5,0,0.0,77.5,10112400.0,0,0,0,1,0,1,0,0,1,1,0,438015.8357281996,3243069087090.054
58621,C21742,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,80,155.0,0,0.0,312.0,5270400.0,0,0,0,1,0,1,0,0,1,1,0,438015.8357281996,3243069087090.054
58630,C21914,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,157,38.0,0,0.0,77.5,5360400.0,0,0,0,1,0,1,0,0,1,1,0,438015.8357281996,3243069087090.054
58631,C21927,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,157,38.0,0,0.0,77.5,5187600.0,0,0,0,1,0,1,0,0,1,1,0,438015.8357281996,3243069087090.054
58633,C21933,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,157,38.0,0,0.0,77.5,5187600.0,0,0,0,1,0,1,0,0,1,1,0,438015.8357281996,3243069087090.054
58636,C21963,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,158,155.5,0,0.0,155.5,9331200.0,0,0,0,1,0,1,0,0,1,1,0,438015.8357281996,3243069087090.054
58639,C21986,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,80,159.0,0,0.0,319.5,5353200.0,0,0,0,1,0,1,0,0,1,1,0,438015.8357281996,3243069087090.054
58640,C22009,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,29,174.0,0,15.0,319.5,5529600.0,0,0,0,1,0,1,0,0,1,1,0,438015.8357281996,3243069087090.054
58641,C22044,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,180,39.0,0,0.0,79.5,5270400.0,0,0,0,1,0,1,0,0,1,1,0,438015.8357281996,3243069087090.054
58642,C22045,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,80,318.0,0,0.0,639.0,5184000.0,0,0,0,1,0,1,0,0,1,1,0,438015.8357281996,3243069087090.054
58643,C22061,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,64,159.0,0,0.0,159.0,6390000.0,0,0,0,1,0,1,0,0,1,1,0,438015.8357281996,3243069087090.054
58645,C22072,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,23,398.0,0,0.0,798.0,5616000.0,0,0,0,1,0,1,0,0,1,1,0,438015.8357281996,3243069087090.054
58647,C22108,1,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,80,159.0,0,0.0,319.5,5356800.0,0,0,0,1,0,1,0,0,1,1,0,438015.8357281996,3243069087090.054
58652,C22154,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,80,318.0,0,0.0,639.0,5184000.0,0,0,0,1,0,1,0,0,1,1,0,438015.8357281996,3243069087090.054
58655,C22249,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,23,413.0,0,15.0,798.0,6739200.0,0,0,0,1,0,1,0,0,1,1,0,438015.8357281996,3243069087090.054
58657,C22294,1,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,80,159.0,0,0.0,319.5,5270400.0,0,0,0,1,0,1,0,0,1,1,0,438015.8357281996,3243069087090.054
58659,C22302,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,188,80.0,0,0.0,159.0,5184000.0,0,0,0,1,0,1,0,0,1,1,0,438015.8357281996,3243069087090.054
58662,C22374,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,80,319.5,0,0.0,319.5,8294400.0,0,0,0,1,0,1,0,0,1,1,0,438015.8357281996,3243069087090.054
58663,C22376,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,80,319.5,0,0.0,319.5,10195200.0,0,0,0,1,0,1,0,0,1,1,0,438015.8357281996,3243069087090.054
58667,C22461,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,80,159.0,0,0.0,319.5,5184000.0,0,0,0,1,0,1,0,0,1,1,0,438015.8357281996,3243069087090.054
58668,C22462,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,7,39.0,0,0.0,79.5,5184000.0,0,0,0,1,0,1,0,0,1,1,0,438015.8357281996,3243069087090.054
58670,C22496,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,180,39.0,0,0.0,79.5,5184000.0,0,0,0,1,0,1,0,0,1,1,0,438015.8357281996,3243069087090.054
58671,C22500,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,180,39.0,0,0.0,79.5,5356800.0,0,0,0,1,0,1,0,0,1,1,0,438015.8357281996,3243069087090.054
58675,C22585,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,7,39.0,0,0.0,79.5,5270400.0,0,0,0,1,0,1,0,0,1,1,0,438015.8357281996,3243069087090.054
58679,C22772,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,20,319.5,0,0.0,319.5,7084800.0,0,0,0,1,0,1,0,0,1,1,0,438015.8357281996,3243069087090.054
58681,C22781,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,180,79.5,0,0.0,79.5,10368000.0,0,0,0,1,0,1,0,0,1,1,0,438015.8357281996,3243069087090.054
58682,C22834,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,7,79.5,0,0.0,79.5,9414000.0,0,0,0,1,0,1,0,0,1,1,0,438015.8357281996,3243069087090.054
58684,C22895,1,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,115,79.5,0,0.0,79.5,5871600.0,0,0,0,1,0,1,0,0,1,1,0,438015.8357281996,3243069087090.054
58685,C22896,1,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,180,47.0,0,0.0,47.0,5871600.0,0,0,0,1,0,1,0,0,1,1,0,438015.8357281996,3243069087090.054
58688,C23214,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,80,319.5,0,0.0,319.5,5446800.0,0,0,0,1,0,1,0,0,1,1,0,438015.8357281996,3243069087090.054
58689,C23357,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,193,1597.0,0,0.0,1597.0,8643600.0,0,0,0,1,0,1,0,0,1,1,0,438015.8357281996,3243069087090.054
58690,C23358,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,80,639.0,0,0.0,639.0,8643600.0,0,0,0,1,0,1,0,0,1,1,0,438015.8357281996,3243069087090.054
58692,C23377,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,7,39.0,0,0.0,79.5,5270400.0,0,0,0,1,0,1,0,0,1,1,0,438015.8357281996,3243069087090.054
58693,C23378,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,80,159.0,0,0.0,319.5,5270400.0,0,0,0,1,0,1,0,0,1,1,0,438015.8357281996,3243069087090.054
58694,C23404,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,80,337.0,0,0.0,337.0,5612400.0,0,0,0,1,0,1,0,0,1,1,0,438015.8357281996,3243069087090.054
58695,C23415,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,7,39.0,0,0.0,79.5,5184000.0,0,0,0,1,0,1,0,0,1,1,0,438015.8357281996,3243069087090.054
58696,L2647,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,180,108.5,0,15.0,841.0,7340400.0,0,0,0,1,0,1,0,0,1,1,0,438015.8357281996,3243069087090.054
58876,N18651,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,157,42.71,0,6.46,62.59,11228400.0,0,0,0,1,0,1,0,0,1,1,0,438015.8357281996,3243069087090.054
58877,N18666,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,7,25.23,0,6.46,37.56,11228400.0,0,0,0,1,0,1,0,0,1,1,0,438015.8357281996,3243069087090.054
58883,N21209,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,157,42.71,0,6.46,62.59,10364400.0,0,0,0,1,0,1,0,0,1,1,0,438015.8357281996,3243069087090.054
58884,N21237,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,157,37.75,0,6.46,62.59,9586800.0,0,0,0,1,0,1,0,0,1,1,0,438015.8357281996,3243069087090.054
58886,N22343,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,157,37.75,0,6.46,62.59,10882800.0,0,0,0,1,0,1,0,0,1,1,0,438015.8357281996,3243069087090.054
58887,N22400,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,157,37.75,0,6.46,62.59,11660400.0,0,0,0,1,0,1,0,0,1,1,0,438015.8357281996,3243069087090.054
58891,N22658,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,7,44.01,0,6.46,37.56,11228400.0,0,0,0,1,0,1,0,0,1,1,0,438015.8357281996,3243069087090.054
58893,N22733,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,157,37.75,0,6.46,62.59,9068400.0,0,0,0,1,0,1,0,0,1,1,0,438015.8357281996,3243069087090.054
58895,N22780,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,158,37.75,0,6.46,62.59,12092400.0,0,0,0,1,0,1,0,0,1,1,0,438015.8357281996,3243069087090.054
58896,N22828,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,7,44.01,0,6.46,37.56,12351600.0,0,0,0,1,0,1,0,0,1,1,0,438015.8357281996,3243069087090.054
58897,N22850,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,157,37.75,0,6.46,62.59,11746800.0,0,0,0,1,0,1,0,0,1,1,0,438015.8357281996,3243069087090.054
58898,N22906,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,157,42.71,0,11.41,62.59,11055600.0,0,0,0,1,0,1,0,0,1,1,0,438015.8357281996,3243069087090.054
58900,N22931,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,7,30.19,0,6.46,37.56,10710000.0,0,0,0,1,0,1,0,0,1,1,0,438015.8357281996,3243069087090.054
58901,N23211,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,157,37.75,0,6.46,62.59,8467200.0,0,0,0,1,0,1,0,0,1,1,0,438015.8357281996,3243069087090.054
58907,N23709,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,7,44.01,0,6.46,37.56,12870000.0,0,0,0,1,0,1,0,0,1,1,0,438015.8357281996,3243069087090.054
58909,N23773,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,157,37.75,0,6.46,62.59,10540800.0,0,0,0,1,0,1,0,0,1,1,0,438015.8357281996,3243069087090.054
58910,N23934,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,7,30.19,0,6.46,37.56,10717200.0,0,0,0,1,0,1,0,0,1,1,0,438015.8357281996,3243069087090.054
58911,N23992,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,7,30.66,0,6.71,37.56,11667600.0,0,0,0,1,0,1,0,0,1,1,0,438015.8357281996,3243069087090.054
58912,N24246,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,157,42.71,0,6.46,62.59,10713600.0,0,0,0,1,0,1,0,0,1,1,0,438015.8357281996,3243069087090.054
58913,N24250,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,157,37.75,0,6.46,62.59,10368000.0,0,0,0,1,0,1,0,0,1,1,0,438015.8357281996,3243069087090.054
58914,N24292,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,7,86.53,0,11.41,75.11,10969200.0,0,0,0,1,0,1,0,0,1,1,0,438015.8357281996,3243069087090.054
58917,N24671,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,157,37.75,0,6.46,62.59,11836800.0,0,0,0,1,0,1,0,0,1,1,0,438015.8357281996,3243069087090.054
58920,N24821,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,7,25.23,0,6.46,37.56,10972800.0,0,0,0,1,0,1,0,0,1,1,0,438015.8357281996,3243069087090.054
58921,N25180,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,157,37.75,0,11.41,62.59,12873600.0,0,0,0,1,0,1,0,0,1,1,0,438015.8357281996,3243069087090.054
58923,N25563,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,157,37.75,0,6.46,62.59,9763200.0,0,0,0,1,0,1,0,0,1,1,0,438015.8357281996,3243069087090.054
58924,N25611,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,157,37.75,0,6.46,62.59,10713600.0,0,0,0,1,0,1,0,0,1,1,0,438015.8357281996,3243069087090.054
58925,N25625,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,157,37.75,0,6.46,62.59,10540800.0,0,0,0,1,0,1,0,0,1,1,0,438015.8357281996,3243069087090.054
58926,N25660,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,157,74.01,0,6.46,62.59,11577600.0,0,0,0,1,0,1,0,0,1,1,0,438015.8357281996,3243069087090.054
58927,N25699,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,157,37.75,0,6.46,62.59,9936000.0,0,0,0,1,0,1,0,0,1,1,0,438015.8357281996,3243069087090.054
58928,N25703,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,157,37.75,0,6.46,62.59,9244800.0,0,0,0,1,0,1,0,0,1,1,0,438015.8357281996,3243069087090.054
58929,N25746,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,157,74.01,0,11.41,62.59,11840400.0,0,0,0,1,0,1,0,0,1,1,0,438015.8357281996,3243069087090.054
58930,N25855,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,157,37.75,0,6.46,62.59,11581200.0,0,0,0,1,0,1,0,0,1,1,0,438015.8357281996,3243069087090.054
58931,N25885,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,157,37.75,0,6.46,62.59,11062800.0,0,0,0,1,0,1,0,0,1,1,0,438015.8357281996,3243069087090.054
58932,N25962,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,7,25.23,0,6.46,37.56,11581200.0,0,0,0,1,0,1,0,0,1,1,0,438015.8357281996,3243069087090.054
58935,N26161,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,7,30.19,0,6.46,37.56,11581200.0,0,0,0,1,0,1,0,0,1,1,0,438015.8357281996,3243069087090.054
58936,N26252,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,158,37.75,0,6.46,62.59,10972800.0,0,0,0,1,0,1,0,0,1,1,0,438015.8357281996,3243069087090.054
58937,N26301,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,157,42.71,0,11.41,62.59,11840400.0,0,0,0,1,0,1,0,0,1,1,0,438015.8357281996,3243069087090.054
58938,N26381,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,157,37.75,0,6.46,62.59,10630800.0,0,0,0,1,0,1,0,0,1,1,0,438015.8357281996,3243069087090.054
58940,N26566,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,7,30.19,0,11.41,37.56,11667600.0,0,0,0,1,0,1,0,0,1,1,0,438015.8357281996,3243069087090.054
58942,N26849,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,7,25.23,0,6.46,37.56,10198800.0,0,0,0,1,0,1,0,0,1,1,0,438015.8357281996,3243069087090.054
