,@@case_id_column,event:concept:name@Add penalty,event:concept:name@Appeal to Judge,event:concept:name@Create Fine,event:concept:name@Insert Date Appeal to Prefecture,event:concept:name@Insert Fine Notification,event:concept:name@Notify Result Appeal to Offender,event:concept:name@Payment,event:concept:name@Receive Result Appeal from Prefecture,event:concept:name@Send Appeal to Prefecture,event:concept:name@Send Fine,event:concept:name@Send for Credit Collection,event:notificationType@C,event:notificationType@P,event:vehicleClass@A,event:vehicleClass@C,event:vehicleClass@M,event:dismissal@#,event:dismissal@$,event:dismissal@G,event:dismissal@NIL,event:article,event:totalPaymentAmount,event:points,event:expense,event:amount,@@caseDuration,@@num_occurrence_Payment,@@num_occurrence_Insert Date Appeal to Prefecture,@@num_occurrence_Notify Result Appeal to Offender,@@num_occurrence_Insert Fine Notification,@@num_occurrence_Send Appeal to Prefecture,@@num_occurrence_Add penalty,@@num_occurrence_Receive Result Appeal from Prefecture,@@num_occurrence_Send for Credit Collection,@@num_occurrence_Create Fine,@@num_occurrence_Send Fine,@@num_occurrence_Appeal to Judge
143,A8866,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0,0,0,0,1,1,157,0.0,0,22.0,74.0,27302400.0,0,1,1,1,1,1,1,0,1,1,0
144,N100563,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0,0,0,0,1,1,157,0.0,0,22.0,71.5,27043200.0,0,1,1,1,1,1,1,0,1,1,0
145,N44015,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0,1,157,0.0,0,13.0,65.5,24019200.0,0,1,1,1,1,1,1,0,1,1,0
146,N46088,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0,1,157,0.0,0,16.0,65.5,26348400.0,0,1,1,1,1,1,1,0,1,1,0
147,N53141,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0,0,0,0,1,1,157,0.0,0,16.0,68.77,26096400.0,0,1,1,1,1,1,1,0,1,1,0
148,N53905,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0,0,0,0,1,1,157,0.0,0,16.0,68.77,28598400.0,0,1,1,1,1,1,1,0,1,1,0
149,N56915,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0,0,0,0,1,1,157,0.0,0,16.0,68.77,29376000.0,0,1,1,1,1,1,1,0,1,1,0
150,N70523,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0,0,0,0,1,1,157,0.0,0,16.0,71.5,28857600.0,0,1,1,1,1,1,1,0,1,1,0
151,N70629,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0,0,0,0,1,1,157,0.0,0,16.0,71.5,32486400.0,0,1,1,1,1,1,1,0,1,1,0
152,N78768,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0,0,0,0,1,1,157,0.0,0,16.0,71.5,31190400.0,0,1,1,1,1,1,1,0,1,1,0
153,N82103,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0,1,157,0.0,0,22.0,71.5,32140800.0,0,1,1,1,1,1,1,0,1,1,0
154,N89156,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0,0,1,0,0,1,157,0.0,0,22.0,71.5,21337200.0,0,1,1,1,1,1,1,0,1,1,0
155,N92914,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0,0,0,0,1,1,157,0.0,0,22.0,71.5,26352000.0,0,1,1,1,1,1,1,0,1,1,0
156,N98723,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0,0,0,0,1,1,157,0.0,0,22.0,71.5,29548800.0,0,1,1,1,1,1,1,0,1,1,0
157,S109222,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0,0,0,0,1,1,191,0.0,5,22.0,275.0,27993600.0,0,1,1,1,1,1,1,0,1,1,0
158,S111240,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0,0,0,0,1,1,157,0.0,0,22.0,71.5,26006400.0,0,1,1,1,1,1,1,0,1,1,0
159,S115066,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0,0,0,0,1,1,146,0.0,6,22.0,275.0,30931200.0,0,1,1,1,1,1,1,0,1,1,0
160,S117276,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0,0,0,0,1,1,7,0.0,0,22.0,71.5,33782400.0,0,1,1,1,1,1,1,0,1,1,0
161,S126745,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0,1,7,0.0,0,26.0,74.0,26697600.0,0,1,1,1,1,1,1,0,1,1,0
162,S128219,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0,1,158,0.0,0,26.0,148.0,23500800.0,0,1,1,1,1,1,1,0,1,1,0
163,S130067,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0,1,158,0.0,0,26.0,148.0,22377600.0,0,1,1,1,1,1,1,0,1,1,0
164,S131429,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0,0,0,0,1,1,158,0.0,0,26.0,148.0,27817200.0,0,1,1,1,1,1,1,0,1,1,0
165,S154460,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0,1,158,0.0,0,26.0,77.5,24883200.0,0,1,1,1,1,1,1,0,1,1,0
166,S155130,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0,1,157,0.0,0,26.0,77.5,26265600.0,0,1,1,1,1,1,1,0,1,1,0
167,S162426,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0,1,158,0.0,2,26.0,159.0,14425200.0,0,1,1,1,1,1,1,0,1,1,0
168,S167642,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0,1,158,0.0,2,30.0,159.0,26438400.0,0,1,1,1,1,1,1,0,1,1,0
169,S169021,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0,1,158,0.0,2,30.0,159.0,26265600.0,0,1,1,1,1,1,1,0,1,1,0
170,S171808,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0,1,157,0.0,0,30.0,79.5,30412800.0,0,1,1,1,1,1,1,0,1,1,0
171,S175295,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0,1,157,0.0,0,30.0,79.5,27302400.0,0,1,1,1,1,1,1,0,1,1,0
172,V10450,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0,1,142,0.0,0,16.0,262.0,29635200.0,0,1,1,1,1,1,1,0,1,1,0
173,V11908,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0,1,142,0.0,0,16.0,275.1,36460800.0,0,1,1,1,1,1,1,0,1,1,0
174,V12021,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0,1,142,0.0,0,16.0,275.1,27306000.0,0,1,1,1,1,1,1,0,1,1,0
175,V12024,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0,0,0,0,1,1,142,0.0,0,16.0,275.1,37670400.0,0,1,1,1,1,1,1,0,1,1,0
176,V14999,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0,0,0,0,1,1,142,0.0,2,16.0,275.1,41558400.0,0,1,1,1,1,1,1,0,1,1,0
177,V15419,1,1,1,1,1,1,0,1,1,1,0,0,1,0,0,1,0,0,0,1,142,0.0,10,22.0,716.5,49762800.0,0,1,1,1,1,1,1,0,1,1,0
178,V15478,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0,0,1,0,0,1,142,0.0,2,22.0,286.5,22978800.0,0,1,1,1,1,1,1,0,1,1,0
179,V17113,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0,0,1,0,0,1,142,0.0,5,26.0,297.0,31795200.0,0,1,1,1,1,1,1,0,1,1,0
180,V9560,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0,1,142,0.0,0,13.0,262.0,25574400.0,0,1,1,1,1,1,1,0,1,1,0
181,A1582,1,1,1,1,1,1,0,1,0,1,0,0,1,1,0,0,0,0,1,1,157,0.0,0,22.0,71.5,22118400.0,0,1,1,1,0,1,1,0,1,1,0
182,N61376,1,1,1,1,1,1,0,1,0,1,0,0,1,1,0,0,0,0,1,1,157,0.0,0,16.0,68.77,37238400.0,0,1,1,1,0,1,1,0,1,1,0
183,A26902,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,1,157,98.0,0,26.0,74.0,22899600.0,0,1,1,1,1,1,1,0,1,1,1
184,N57002,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,157,90.0,0,16.0,68.77,132969600.0,0,1,1,1,1,1,1,0,1,1,1
185,N78887,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,157,80.5,0,22.0,71.5,53654400.0,0,1,1,1,1,1,1,0,1,1,1
186,N79665,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,157,80.5,0,22.0,71.5,44931600.0,0,1,1,1,1,1,1,0,1,1,1
187,N79670,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,157,80.5,0,22.0,71.5,53740800.0,0,1,1,1,1,1,1,0,1,1,1
188,N81473,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,157,80.5,0,22.0,71.5,41994000.0,0,1,1,1,1,1,1,0,1,1,1
189,N81502,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,157,161.0,0,22.0,71.5,69724800.0,0,1,1,1,1,1,1,0,1,1,1
190,N81808,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,157,80.5,0,22.0,71.5,37843200.0,0,1,1,1,1,1,1,0,1,1,1
191,N86100,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,157,92.0,0,22.0,71.5,39657600.0,0,1,1,1,1,1,1,0,1,1,1
192,N95813,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,157,92.0,0,22.0,71.5,50288400.0,0,1,1,1,1,1,1,0,1,1,1
193,S106378,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,7,46.0,0,0.0,71.5,49251600.0,0,1,1,1,1,1,1,0,1,1,1
194,S110886,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,7,93.5,0,22.0,71.5,72230400.0,0,1,1,1,1,1,1,0,1,1,1
195,S143166,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,157,102.0,0,26.0,77.5,49762800.0,0,1,1,1,1,1,1,0,1,1,1
196,S152262,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,157,102.0,0,26.0,77.5,43372800.0,0,1,1,1,1,1,1,0,1,1,1
197,S154697,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,158,104.0,0,26.0,155.5,44845200.0,0,1,1,1,1,1,1,0,1,1,1
198,S72867,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1,41,143.0,0,13.0,131.0,59702400.0,0,1,1,1,1,1,1,0,1,1,1
199,V16462,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,142,176.0,2,22.0,286.5,54946800.0,0,1,1,1,1,1,1,0,1,1,1
200,V17003,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,142,323.0,5,26.0,297.0,59011200.0,0,1,1,1,1,1,1,0,1,1,1
201,V17561,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,1,142,322.0,5,26.0,297.0,43117200.0,0,1,1,1,1,1,1,0,1,1,1
202,V18348,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,142,310.0,5,0.0,312.0,76114800.0,0,1,1,1,1,1,1,0,1,1,1
203,A44928,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,157,102.0,0,26.0,77.5,41562000.0,0,1,1,1,1,1,1,0,1,1,1
204,A8733,1,0,1,1,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0,1,157,0.0,0,22.0,74.0,20905200.0,0,1,0,1,1,1,1,0,1,1,0
205,C18515,1,0,1,1,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0,1,20,0.0,0,22.0,286.5,25405200.0,0,1,0,1,1,1,1,0,1,1,0
206,N60977,1,0,1,1,1,1,0,1,1,1,0,0,1,1,0,0,1,0,0,1,157,0.0,0,16.0,68.77,23328000.0,0,1,0,1,1,1,1,0,1,1,0
207,N68185,1,0,1,1,1,1,0,1,1,1,0,0,1,1,0,0,1,0,0,1,157,0.0,0,16.0,68.77,27385200.0,0,1,0,1,1,1,1,0,1,1,0
208,P1769,1,0,1,1,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0,1,7,0.0,0,30.0,47.0,22032000.0,0,1,0,1,1,1,1,0,1,1,0
209,P809,1,0,1,1,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0,1,7,0.0,0,30.0,47.0,28512000.0,0,1,0,1,1,1,1,0,1,1,0
210,S117426,1,0,1,1,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0,1,7,0.0,0,22.0,71.5,26866800.0,0,1,0,1,1,1,1,0,1,1,0
211,S153467,1,0,1,1,1,1,0,1,1,1,0,0,1,1,0,0,1,0,0,1,7,0.0,0,26.0,77.5,20480400.0,0,1,0,1,1,1,1,0,1,1,0
212,S154810,1,0,1,1,1,1,0,1,1,1,0,0,1,1,0,0,1,0,0,1,157,0.0,0,26.0,77.5,20221200.0,0,1,0,1,1,1,1,0,1,1,0
213,S161122,1,0,1,1,1,1,0,1,1,1,0,0,1,0,0,1,0,0,0,1,7,0.0,0,30.0,79.5,27820800.0,0,1,0,1,1,1,1,0,1,1,0
214,S162460,1,0,1,1,1,1,0,1,1,1,0,0,1,1,0,0,1,0,0,1,157,0.0,0,26.0,79.5,20480400.0,0,1,0,1,1,1,1,0,1,1,0
215,S166806,1,0,1,1,1,1,0,1,1,1,0,0,1,1,0,0,1,0,0,1,7,0.0,0,26.0,79.5,22640400.0,0,1,0,1,1,1,1,0,1,1,0
216,S168593,1,0,1,1,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0,1,158,0.0,0,30.0,159.0,27561600.0,0,1,0,1,1,1,1,0,1,1,0
217,S170849,1,0,1,1,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0,1,158,0.0,0,26.0,159.0,17715600.0,0,1,0,1,1,1,1,0,1,1,0
218,S172677,1,0,1,1,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0,1,158,0.0,0,30.0,159.0,22896000.0,0,1,0,1,1,1,1,0,1,1,0
219,S175475,1,0,1,1,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0,1,158,0.0,0,30.0,79.5,20822400.0,0,1,0,1,1,1,1,0,1,1,0
220,S175815,1,0,1,1,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0,1,158,0.0,0,30.0,159.0,17539200.0,0,1,0,1,1,1,1,0,1,1,0
221,S175873,1,0,1,1,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0,1,158,0.0,0,30.0,159.0,20736000.0,0,1,0,1,1,1,1,0,1,1,0
222,S176533,1,0,1,1,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0,1,158,0.0,0,30.0,79.5,15807600.0,0,1,0,1,1,1,1,0,1,1,0
223,S176553,1,0,1,1,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0,1,7,0.0,0,30.0,79.5,19958400.0,0,1,0,1,1,1,1,0,1,1,0
224,S179082,1,0,1,1,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0,1,7,0.0,0,30.0,79.5,15469200.0,0,1,0,1,1,1,1,0,1,1,0
225,S180627,1,0,1,1,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0,1,158,0.0,0,30.0,159.0,23331600.0,0,1,0,1,1,1,1,0,1,1,0
226,S184665,1,0,1,1,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0,1,7,0.0,0,30.0,79.5,20134800.0,0,1,0,1,1,1,1,0,1,1,0
227,S185476,1,0,1,1,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0,1,158,0.0,0,30.0,79.5,12697200.0,0,1,0,1,1,1,1,0,1,1,0
228,S185779,1,0,1,1,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0,1,158,0.0,2,30.0,159.0,19270800.0,0,1,0,1,1,1,1,0,1,1,0
229,S188739,1,0,1,1,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0,1,158,0.0,2,30.0,159.0,15382800.0,0,1,0,1,1,1,1,0,1,1,0
230,S188905,1,0,1,1,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0,1,158,0.0,0,30.0,159.0,16333200.0,0,1,0,1,1,1,1,0,1,1,0
231,S190810,1,0,1,1,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0,1,7,0.0,0,30.0,79.5,13906800.0,0,1,0,1,1,1,1,0,1,1,0
232,S191487,1,0,1,1,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0,1,158,0.0,0,30.0,159.0,11833200.0,0,1,0,1,1,1,1,0,1,1,0
233,S99976,1,0,1,1,1,1,0,1,1,1,0,0,1,1,0,0,1,0,0,1,7,0.0,0,16.0,68.77,34300800.0,0,1,0,1,1,1,1,0,1,1,0
234,N52887,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,0,1,157,0.0,0,16.0,68.77,153532800.0,0,1,1,1,1,1,1,0,1,1,1
235,N56505,1,0,1,1,1,0,1,1,1,1,0,0,1,1,0,0,0,0,0,1,157,83.2,0,16.0,68.77,28598400.0,0,1,0,1,1,1,1,0,1,1,0
236,N77653,1,0,1,1,1,0,1,1,1,1,0,0,1,1,0,0,0,0,0,1,157,86.0,0,16.0,71.5,28080000.0,0,1,0,1,1,1,1,0,1,1,0
237,N97189,1,0,1,1,1,0,1,1,1,1,0,0,1,1,0,0,0,0,0,1,157,92.0,0,22.0,71.5,24537600.0,0,1,0,1,1,1,1,0,1,1,0
238,P14,1,0,1,1,1,0,1,1,1,1,0,0,1,1,0,0,0,0,0,1,7,74.0,0,26.0,47.0,27820800.0,0,1,0,1,1,1,1,0,1,1,0
239,S109229,1,0,1,1,1,0,1,1,1,1,0,0,1,1,0,0,0,0,0,1,158,96.0,0,22.0,71.5,31449600.0,0,1,0,1,1,1,1,0,1,1,0
240,S114927,1,0,1,1,1,0,1,1,1,1,0,0,1,1,0,0,0,0,0,1,7,92.0,0,22.0,71.5,28857600.0,0,1,0,1,1,1,1,0,1,1,0
241,S142659,1,0,1,1,1,0,1,1,1,1,0,0,1,1,0,0,0,0,0,1,7,102.0,0,26.0,77.5,25401600.0,0,1,0,1,1,1,1,0,1,1,0
242,S158114,1,0,1,1,1,0,1,1,1,1,0,0,1,1,0,0,0,0,0,1,7,92.0,0,26.0,77.5,16070400.0,0,1,0,1,1,1,1,0,1,1,0
243,S180861,1,0,1,1,1,0,1,1,1,1,0,0,1,1,0,0,0,0,0,1,158,190.0,0,30.0,159.0,28684800.0,0,1,0,1,1,1,1,0,1,1,0
244,S186066,1,0,1,1,1,0,1,1,1,1,0,0,1,1,0,0,0,0,0,1,157,108.0,0,30.0,79.5,20649600.0,0,1,0,1,1,1,1,0,1,1,0
245,S186484,1,0,1,1,1,0,1,1,1,1,0,0,1,1,0,0,0,0,0,1,158,190.0,0,30.0,159.0,17629200.0,0,1,0,1,1,1,1,0,1,1,0
246,S67671,1,0,1,1,1,0,1,1,1,1,0,0,1,1,0,0,0,0,0,1,7,85.74,0,20.14,65.6,36892800.0,0,1,0,1,1,1,1,0,1,1,0
247,S77103,1,0,1,1,1,0,1,1,1,1,0,0,1,1,0,0,0,0,0,1,7,80.0,0,16.0,65.5,31708800.0,0,1,0,1,1,1,1,0,1,1,0
248,S77336,1,0,1,1,1,0,1,1,1,1,0,0,1,1,0,0,0,0,0,1,7,80.0,0,16.0,65.5,27388800.0,0,1,0,1,1,1,1,0,1,1,0
249,S92539,1,0,1,1,1,0,1,1,1,1,0,0,1,1,0,0,0,0,0,1,158,83.2,0,16.0,68.77,30240000.0,0,1,0,1,1,1,1,0,1,1,0
250,N78749,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,0,1,157,0.0,0,16.0,71.5,123984000.0,0,1,1,1,1,1,1,0,1,1,1
251,S111662,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,0,1,158,0.0,0,11.0,143.0,89769600.0,0,1,1,1,1,1,1,0,1,1,1
252,S114719,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,0,1,7,0.0,0,22.0,71.5,83635200.0,0,1,1,1,1,1,1,0,1,1,1
253,S117574,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,0,1,157,0.0,0,26.0,74.0,112575600.0,0,1,1,1,1,1,1,0,1,1,1
254,S145804,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,0,1,158,0.0,0,26.0,155.5,81216000.0,0,1,1,1,1,1,1,0,1,1,1
255,V17076,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,0,1,142,0.0,5,26.0,297.0,83631600.0,0,1,1,1,1,1,1,0,1,1,1
256,N81214,1,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,157,92.0,0,22.0,71.5,35769600.0,1,1,1,1,1,1,1,0,1,1,0
257,N81810,1,1,1,1,1,0,1,1,1,1,0,0,1,1,0,0,0,0,0,1,157,80.5,0,22.0,71.5,49597200.0,0,1,0,1,1,1,1,0,1,1,1
258,N96265,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0,0,0,0,1,1,157,0.0,0,22.0,71.5,22899600.0,0,1,0,1,1,1,1,0,1,1,1
259,P1505,1,0,1,1,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0,1,7,0.0,0,30.0,47.0,22550400.0,0,1,0,1,1,1,1,0,1,1,0
260,P1762,1,0,1,1,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0,1,7,0.0,0,30.0,47.0,22291200.0,0,1,0,1,1,1,1,0,1,1,0
261,P2779,1,0,1,1,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0,1,7,0.0,0,30.0,47.0,22291200.0,0,1,0,1,1,1,1,0,1,1,0
262,S108264,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,158,107.0,0,22.0,71.5,58230000.0,1,1,1,1,1,1,1,0,1,1,1
263,V11633,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,142,153.55,0,0.0,275.1,59533200.0,1,1,1,1,1,1,1,0,1,1,1
264,S184035,1,0,1,1,1,1,0,1,1,1,0,0,1,1,0,0,0,1,0,0,158,0.0,0,30.0,159.0,20653200.0,0,1,1,1,1,1,0,0,1,1,0
265,S188608,1,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,7,108.0,0,30.0,79.5,22723200.0,1,1,1,1,1,1,1,0,1,1,0
266,S93920,1,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,158,156.5,0,16.0,137.55,32572800.0,1,1,1,1,1,1,1,0,1,1,0
267,V9212,1,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,142,275.0,0,13.0,262.0,38793600.0,1,1,1,1,1,1,1,0,1,1,0
268,S75970,1,1,1,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,0,1,158,0.0,0,13.0,65.5,24019200.0,0,1,0,1,1,1,1,0,1,1,0
269,S84347,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0,0,0,0,1,1,158,0.0,0,16.0,137.55,29116800.0,0,1,0,1,1,1,1,0,1,1,1
270,S88123,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0,0,0,0,1,1,7,0.0,0,16.0,68.77,29548800.0,0,1,0,1,1,1,1,0,1,1,1
271,V12557,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0,0,0,0,1,1,142,0.0,0,16.0,275.1,28944000.0,0,1,0,1,1,1,1,0,1,1,1
