,@@case_id_column,event:concept:name@Add penalty,event:concept:name@Appeal to Judge,event:concept:name@Create Fine,event:concept:name@Insert Date Appeal to Prefecture,event:concept:name@Insert Fine Notification,event:concept:name@Notify Result Appeal to Offender,event:concept:name@Payment,event:concept:name@Receive Result Appeal from Prefecture,event:concept:name@Send Appeal to Prefecture,event:concept:name@Send Fine,event:concept:name@Send for Credit Collection,event:notificationType@C,event:notificationType@P,event:vehicleClass@A,event:vehicleClass@C,event:vehicleClass@M,event:vehicleClass@R,event:dismissal@4,event:dismissal@@,event:dismissal@D,event:dismissal@G,event:dismissal@NIL,event:dismissal@Z,event:article,event:totalPaymentAmount,event:points,event:expense,event:amount,@@caseDuration,@@num_occurrence_Payment,@@num_occurrence_Insert Date Appeal to Prefecture,@@num_occurrence_Notify Result Appeal to Offender,@@num_occurrence_Insert Fine Notification,@@num_occurrence_Send Appeal to Prefecture,@@num_occurrence_Add penalty,@@num_occurrence_Receive Result Appeal from Prefecture,@@num_occurrence_Send for Credit Collection,@@num_occurrence_Create Fine,@@num_occurrence_Send Fine,@@num_occurrence_Appeal to Judge,Surprisingness,Effectiveness
17215,N39212,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,157,0.0,0,15.16,65.5,130896000.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
17216,N39222,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,157,0.0,0,15.16,65.5,130723200.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
17218,N39227,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,7,0.0,0,10.0,39.0,130636800.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
17220,N39234,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,157,0.0,0,20.32,65.5,129513600.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
17221,N39235,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,157,0.0,0,15.16,65.5,129513600.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
17222,N39236,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,157,0.0,0,10.0,65.5,129513600.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
17226,N39248,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,157,0.0,0,15.16,65.5,129254400.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
17232,N39270,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,157,0.0,0,15.16,65.5,128822400.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
17234,N39277,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,157,0.0,0,10.0,65.5,128736000.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
17238,N39291,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,157,0.0,0,10.0,65.5,128649600.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
17239,N39293,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,157,0.0,0,10.0,65.5,128563200.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
17256,N39357,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,157,0.0,0,10.0,65.5,131155200.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
17262,N39378,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,7,0.0,0,10.0,39.0,129772800.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
17266,N39386,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,157,0.0,0,15.16,65.5,129340800.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
17269,N39395,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,7,0.0,0,10.0,39.0,129340800.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
17272,N39422,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,157,0.0,0,10.0,65.5,128736000.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
17273,N39423,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,7,0.0,0,15.16,39.0,128908800.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
17280,N39437,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,157,0.0,0,10.0,65.5,128304000.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
17284,N39455,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,157,0.0,0,11.87,65.6,134006400.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
17287,N39462,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,7,0.0,0,11.87,39.36,133920000.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
17291,N39477,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,157,0.0,0,11.87,65.6,133142400.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
17296,N39487,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,157,0.0,0,11.87,65.6,132883200.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
17309,N39518,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,157,0.0,0,10.0,65.6,131328000.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
17310,N39520,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,157,0.0,0,15.16,65.5,131155200.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
17311,N39521,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,157,0.0,0,10.0,65.5,131068800.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
17318,N39546,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,7,0.0,0,10.0,39.0,129772800.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
17319,N39549,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,157,0.0,0,15.16,65.5,129513600.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
17320,N39550,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,158,0.0,0,10.0,65.5,129513600.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
17328,N39590,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,157,0.0,0,10.0,65.5,130636800.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
17331,N39598,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,7,0.0,0,15.16,39.0,130550400.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
17332,N39601,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,7,0.0,0,11.87,39.36,132796800.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
17347,N39666,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,7,0.0,0,15.16,39.0,130464000.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
17354,N39686,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,157,0.0,0,15.16,65.5,129686400.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
17363,N39720,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,157,0.0,0,10.0,65.5,129168000.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
17370,N39747,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,158,0.0,0,10.0,65.5,128736000.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
17380,N39773,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,158,0.0,0,15.16,65.5,129081600.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
17383,N39785,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,157,0.0,0,10.0,65.5,128736000.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
17384,N39793,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,157,0.0,0,15.16,65.5,128649600.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
17385,N39798,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,157,0.0,0,10.0,65.5,128649600.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
17386,N39804,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,157,0.0,0,15.16,65.5,127872000.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
17391,N39843,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,157,0.0,0,10.0,65.5,126403200.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
17392,N39844,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,157,0.0,0,15.16,65.5,126403200.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
17397,N39870,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,157,0.0,0,15.16,65.5,127612800.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
17403,N39900,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,157,0.0,0,15.16,65.5,126921600.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
17404,N39904,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,157,0.0,0,10.0,65.5,127353600.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
17406,N39911,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,157,0.0,0,10.0,65.5,127267200.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
17410,N39944,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,157,0.0,0,15.16,65.5,126489600.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
17411,N39945,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,157,0.0,0,10.0,65.5,126403200.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
17415,N39961,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,157,0.0,0,15.16,65.5,126921600.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
17428,N39998,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,157,0.0,0,10.0,65.5,126230400.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
17430,N40001,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,157,0.0,0,10.0,65.5,126316800.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
17441,N40033,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,157,0.0,0,10.0,65.5,125539200.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
17453,N40071,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,157,0.0,0,20.32,65.5,124502400.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
17454,N40073,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,157,0.0,0,10.0,65.5,124502400.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
17455,N40077,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,157,0.0,0,15.16,65.5,124416000.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
17456,N40079,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,157,0.0,0,15.16,65.5,124416000.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
17458,N40083,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,157,0.0,0,10.0,65.5,124329600.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
17467,N40111,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,157,0.0,0,10.0,65.5,123897600.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
17472,N40127,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,157,0.0,0,15.16,65.5,123382800.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
17473,N40131,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,157,0.0,0,15.16,65.5,123296400.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
17478,N40146,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,157,0.0,0,20.32,65.5,122864400.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
17479,N40149,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,157,0.0,0,15.16,65.5,122778000.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
17485,N40174,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,157,0.0,0,15.16,65.5,121914000.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
17496,N40215,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,157,0.0,0,10.0,65.5,121050000.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
17504,N40236,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,157,0.0,0,10.0,65.5,120445200.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
17507,N40248,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,157,0.0,0,10.0,65.5,120272400.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
17511,N40268,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,157,0.0,0,10.0,65.5,125884800.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
17513,N40272,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,7,0.0,0,10.0,39.0,125884800.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
17518,N40286,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,157,0.0,0,15.16,65.5,125625600.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
17523,N40303,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,157,0.0,0,15.16,65.5,125280000.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
17529,N40315,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,157,0.0,0,10.0,65.5,125020800.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
17534,N40336,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,7,0.0,0,10.0,39.0,124588800.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
17535,N40339,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,157,0.0,0,15.16,65.5,124416000.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
17536,N40341,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,157,0.0,0,15.16,65.5,124416000.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
17587,N40512,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,157,0.0,0,10.0,65.5,126489600.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
17588,N40516,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,157,0.0,0,10.0,65.5,126403200.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
17592,N40523,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,7,0.0,0,10.0,39.0,126489600.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
17593,N40524,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,157,0.0,0,10.0,65.5,126144000.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
17599,N40534,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,157,0.0,0,15.16,65.5,125884800.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
17601,N40538,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,157,0.0,0,15.16,65.5,125884800.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
17609,N40555,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,157,0.0,0,10.0,65.5,125539200.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
17619,N40578,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,157,0.0,0,15.16,65.5,125280000.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
17621,N40588,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,157,0.0,0,10.0,65.5,125020800.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
17625,N40599,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,157,0.0,0,15.16,65.5,124848000.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
17641,N40663,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,157,0.0,0,15.16,65.5,123724800.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
17645,N40679,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,157,0.0,0,15.16,65.5,123382800.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
17647,N40689,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,157,0.0,0,10.0,65.5,123210000.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
17650,N40701,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,157,0.0,0,10.0,65.5,123037200.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
17651,N40702,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,157,0.0,0,15.16,65.5,123037200.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
17654,N40721,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,157,0.0,0,15.16,65.5,122778000.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
17659,N40747,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,157,0.0,0,15.16,65.5,122432400.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
17668,N40766,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,157,0.0,0,10.0,65.5,126316800.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
17669,N40771,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,157,0.0,0,15.16,65.5,126230400.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
17672,N40792,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,157,0.0,0,10.0,65.5,109472400.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
17674,N40794,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,157,0.0,0,10.0,65.5,109386000.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
17700,N40856,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,157,0.0,0,10.0,65.5,107571600.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
17708,N40889,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,157,0.0,0,10.0,65.5,105321600.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
17710,N40892,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,157,0.0,0,15.16,65.5,105321600.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
17713,N40900,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,157,0.0,0,15.16,65.5,105148800.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
17715,N40905,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,7,0.0,0,10.0,39.0,296953200.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
17717,N41008,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,7,0.0,0,10.0,65.5,126489600.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
17720,N41014,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,157,0.0,0,10.0,65.5,126316800.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
17721,N41016,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,157,0.0,0,10.0,65.5,126316800.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
17724,N41020,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,157,0.0,0,15.16,65.5,126230400.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
17739,N41105,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,157,0.0,0,15.16,65.5,108262800.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
17742,N41108,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,157,0.0,0,15.16,65.5,108176400.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
17744,N41114,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,7,0.0,0,10.0,39.0,108262800.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
17745,N41117,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,157,0.0,0,15.16,65.5,108003600.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
17751,N41146,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,157,0.0,0,10.0,65.5,106707600.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
17757,N41176,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,157,0.0,0,20.32,65.5,105670800.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
17760,N41179,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,157,0.0,0,15.16,65.5,105148800.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
17779,N41255,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,157,0.0,0,15.16,65.5,126230400.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
17794,N41298,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,157,0.0,0,15.16,65.5,125280000.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
17799,N41316,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,157,0.0,0,15.16,65.5,125020800.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
17803,N41328,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,157,0.0,0,10.0,65.5,124588800.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
17806,N41351,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,157,0.0,0,10.0,65.5,124243200.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
17819,N41404,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,157,0.0,0,10.0,65.5,122864400.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
17822,N41418,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,157,0.0,0,15.16,65.5,122691600.0,0,0,0,1,0,1,0,0,1,1,0,558009.3778846535,149937110395.2501
