,@@case_id_column,event:concept:name@Add penalty,event:concept:name@Appeal to Judge,event:concept:name@Create Fine,event:concept:name@Insert Date Appeal to Prefecture,event:concept:name@Insert Fine Notification,event:concept:name@Notify Result Appeal to Offender,event:concept:name@Payment,event:concept:name@Receive Result Appeal from Prefecture,event:concept:name@Send Appeal to Prefecture,event:concept:name@Send Fine,event:notificationType@C,event:notificationType@P,event:vehicleClass@A,event:vehicleClass@C,event:vehicleClass@M,event:dismissal@#,event:dismissal@C,event:dismissal@D,event:dismissal@NIL,event:article,event:totalPaymentAmount,event:points,event:expense,event:amount,@@caseDuration,@@num_occurrence_Payment,@@num_occurrence_Insert Date Appeal to Prefecture,@@num_occurrence_Notify Result Appeal to Offender,@@num_occurrence_Insert Fine Notification,@@num_occurrence_Send Appeal to Prefecture,@@num_occurrence_Add penalty,@@num_occurrence_Receive Result Appeal from Prefecture,@@num_occurrence_Create Fine,@@num_occurrence_Send Fine,@@num_occurrence_Appeal to Judge
483,N29348,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,7,0.0,0,11.62,37.56,11754000.0,0,1,0,1,0,1,0,1,1,0
484,N29406,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,157,0.0,0,11.88,62.59,16938000.0,0,1,0,1,0,1,0,1,1,0
485,N29465,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,157,0.0,0,11.88,62.59,16246800.0,0,1,0,1,0,1,0,1,1,0
486,N29534,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,157,0.0,0,6.71,62.59,15123600.0,0,1,0,1,0,1,0,1,1,0
487,N29595,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,157,0.0,0,6.71,62.59,14947200.0,0,1,0,1,0,1,0,1,1,0
488,N29615,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,157,0.0,0,6.71,62.59,11840400.0,0,1,0,1,0,1,0,1,1,0
489,N29640,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,157,0.0,0,6.71,62.59,15555600.0,0,1,0,1,0,1,0,1,1,0
490,N29684,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,7,0.0,0,6.71,37.56,14605200.0,0,1,0,1,0,1,0,1,1,0
491,N29808,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,7,0.0,0,6.71,37.56,14950800.0,0,1,0,1,0,1,0,1,1,0
492,N29814,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,157,0.0,0,6.71,62.59,14518800.0,0,1,0,1,0,1,0,1,1,0
493,N30115,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,158,0.0,0,6.71,62.59,11487600.0,0,1,0,1,0,1,0,1,1,0
494,N30743,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,157,0.0,0,6.71,62.59,11833200.0,0,1,0,1,0,1,0,1,1,0
495,N30869,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,157,0.0,0,6.71,62.59,12524400.0,0,1,0,1,0,1,0,1,1,0
496,N31045,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,157,0.0,0,6.71,65.6,10882800.0,0,1,0,1,0,1,0,1,1,0
497,N31614,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,157,0.0,0,6.71,62.59,11401200.0,0,1,0,1,0,1,0,1,1,0
498,N31743,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,157,0.0,0,6.71,65.6,14166000.0,0,1,0,1,0,1,0,1,1,0
499,N31785,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,157,0.0,0,11.88,65.6,10623600.0,0,1,0,1,0,1,0,1,1,0
500,N33667,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,157,0.0,0,6.71,65.6,10713600.0,0,1,0,1,0,1,0,1,1,0
501,N35008,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,157,0.0,0,6.71,65.6,16333200.0,0,1,0,1,0,1,0,1,1,0
502,N37291,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,157,0.0,0,6.71,65.6,11667600.0,0,1,0,1,0,1,0,1,1,0
503,N37484,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,157,0.0,0,6.71,65.6,16329600.0,0,1,0,1,0,1,0,1,1,0
504,N38319,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,157,0.0,0,6.71,65.6,9763200.0,0,1,0,1,0,1,0,1,1,0
505,N38391,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,157,0.0,0,6.71,65.6,8985600.0,0,1,0,1,0,1,0,1,1,0
506,N38492,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,157,0.0,0,6.71,65.6,8985600.0,0,1,0,1,0,1,0,1,1,0
507,N39176,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,157,0.0,0,6.71,65.6,6912000.0,0,1,0,1,0,1,0,1,1,0
508,N39253,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,157,0.0,0,10.0,65.5,13561200.0,0,1,0,1,0,1,0,1,1,0
509,N39652,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,157,0.0,0,10.0,65.5,15375600.0,0,1,0,1,0,1,0,1,1,0
510,N41541,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,157,0.0,0,10.0,65.5,10796400.0,0,1,0,1,0,1,0,1,1,0
511,N41716,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,7,0.0,0,10.0,39.0,307670400.0,0,1,0,1,0,1,0,1,1,0
512,N42217,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,157,0.0,0,15.16,65.5,13132800.0,0,1,0,1,0,1,0,1,1,0
513,N42871,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,157,0.0,0,10.0,65.5,10630800.0,0,1,0,1,0,1,0,1,1,0
514,N42948,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,157,0.0,0,10.0,65.5,294368400.0,0,1,0,1,0,1,0,1,1,0
515,N43234,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,157,0.0,0,10.0,65.5,10803600.0,0,1,0,1,0,1,0,1,1,0
516,N43255,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,157,0.0,0,10.0,65.5,20307600.0,0,1,0,1,0,1,0,1,1,0
517,N43343,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,7,0.0,0,10.0,39.0,22122000.0,0,1,0,1,0,1,0,1,1,0
518,N43417,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,157,0.0,0,10.0,65.5,20826000.0,0,1,0,1,0,1,0,1,1,0
519,N43512,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,157,0.0,0,10.0,65.5,12013200.0,0,1,0,1,0,1,0,1,1,0
520,N44094,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,157,0.0,0,15.16,65.5,16592400.0,0,1,0,1,0,1,0,1,1,0
521,N44783,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,157,0.0,0,10.0,65.5,13050000.0,0,1,0,1,0,1,0,1,1,0
522,N45119,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,157,0.0,0,15.16,65.5,15465600.0,0,1,0,1,0,1,0,1,1,0
523,N45563,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,157,0.0,0,10.0,65.5,9939600.0,0,1,0,1,0,1,0,1,1,0
524,N45592,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,7,0.0,0,20.32,39.0,25228800.0,0,1,0,1,0,1,0,1,1,0
525,N46231,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,157,0.0,0,10.0,68.77,17190000.0,0,1,0,1,0,1,0,1,1,0
526,N46337,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,157,0.0,0,15.16,68.77,14079600.0,0,1,0,1,0,1,0,1,1,0
527,N46408,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,157,0.0,0,15.16,68.77,19702800.0,0,1,0,1,0,1,0,1,1,0
528,N46793,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,157,0.0,0,20.32,68.77,27820800.0,0,1,0,1,0,1,0,1,1,0
529,N47172,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,157,0.0,0,20.32,68.77,27043200.0,0,1,0,1,0,1,0,1,1,0
530,N47345,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,157,0.0,0,10.0,68.77,13993200.0,0,1,0,1,0,1,0,1,1,0
531,N48379,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,7,0.0,0,15.16,40.95,10886400.0,0,1,0,1,0,1,0,1,1,0
532,N51201,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,158,0.0,2,10.0,137.55,10285200.0,0,1,0,1,0,1,0,1,1,0
533,N52608,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,157,0.0,0,11.0,68.77,240454800.0,0,1,0,1,0,1,0,1,1,0
534,N52731,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,157,0.0,0,11.0,68.77,16765200.0,0,1,0,1,0,1,0,1,1,0
535,N52889,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,157,0.0,0,11.0,68.77,17456400.0,0,1,0,1,0,1,0,1,1,0
536,N52929,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,157,0.0,0,16.6,68.77,17629200.0,0,1,0,1,0,1,0,1,1,0
537,N52994,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,157,0.0,0,11.0,68.77,17110800.0,0,1,0,1,0,1,0,1,1,0
538,N53009,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,157,0.0,0,11.0,68.77,17629200.0,0,1,0,1,0,1,0,1,1,0
539,N53034,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,157,0.0,0,11.0,68.77,16678800.0,0,1,0,1,0,1,0,1,1,0
540,N53371,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,157,0.0,0,11.0,68.77,16333200.0,0,1,0,1,0,1,0,1,1,0
541,N53509,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,157,0.0,0,11.0,68.77,19789200.0,0,1,0,1,0,1,0,1,1,0
542,N53808,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,157,0.0,0,11.0,68.77,239504400.0,0,1,0,1,0,1,0,1,1,0
543,N53918,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,157,0.0,0,16.6,68.77,16938000.0,0,1,0,1,0,1,0,1,1,0
544,N55135,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,157,0.0,0,11.0,68.77,21344400.0,0,1,0,1,0,1,0,1,1,0
545,N55413,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,157,0.0,0,11.0,68.77,19184400.0,0,1,0,1,0,1,0,1,1,0
546,N55415,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,157,0.0,0,16.6,68.77,21517200.0,0,1,0,1,0,1,0,1,1,0
547,N55690,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,157,0.0,0,11.0,68.77,21085200.0,0,1,0,1,0,1,0,1,1,0
548,N55882,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,157,0.0,0,11.0,68.77,18925200.0,0,1,0,1,0,1,0,1,1,0
549,N56235,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,158,0.0,0,11.0,137.55,19443600.0,0,1,0,1,0,1,0,1,1,0
550,N56410,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,157,0.0,0,16.6,68.77,236912400.0,0,1,0,1,0,1,0,1,1,0
551,N56464,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,157,0.0,0,11.0,68.77,236480400.0,0,1,0,1,0,1,0,1,1,0
552,N56690,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,157,0.0,0,11.0,68.77,20912400.0,0,1,0,1,0,1,0,1,1,0
553,N56693,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,157,0.0,0,11.0,68.77,235270800.0,0,1,0,1,0,1,0,1,1,0
554,N56713,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,157,0.0,0,16.6,68.77,21085200.0,0,1,0,1,0,1,0,1,1,0
555,N56732,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,157,0.0,0,11.0,68.77,18234000.0,0,1,0,1,0,1,0,1,1,0
556,N56831,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,157,0.0,0,11.0,68.77,20217600.0,0,1,0,1,0,1,0,1,1,0
557,N56835,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,157,0.0,0,11.0,68.77,232160400.0,0,1,0,1,0,1,0,1,1,0
558,N57102,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,7,0.0,0,11.0,40.95,20739600.0,0,1,0,1,0,1,0,1,1,0
559,N57210,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,157,0.0,0,16.6,68.77,19443600.0,0,1,0,1,0,1,0,1,1,0
560,N57249,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,157,0.0,0,11.0,68.77,19357200.0,0,1,0,1,0,1,0,1,1,0
561,N57373,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,157,0.0,0,22.2,68.77,234579600.0,0,1,0,1,0,1,0,1,1,0
562,N57401,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,157,0.0,0,11.0,68.77,18406800.0,0,1,0,1,0,1,0,1,1,0
563,N57413,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,157,0.0,0,16.6,68.77,234234000.0,0,1,0,1,0,1,0,1,1,0
564,N57436,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,157,0.0,0,11.0,68.77,19958400.0,0,1,0,1,0,1,0,1,1,0
565,N57467,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,157,0.0,0,11.0,68.77,16419600.0,0,1,0,1,0,1,0,1,1,0
566,N57653,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,157,0.0,0,11.0,68.77,21517200.0,0,1,0,1,0,1,0,1,1,0
567,N57859,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,157,0.0,0,11.0,68.77,235789200.0,0,1,0,1,0,1,0,1,1,0
568,N57889,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,157,0.0,0,11.0,68.77,19616400.0,0,1,0,1,0,1,0,1,1,0
569,N58046,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,157,0.0,0,11.0,68.77,235357200.0,0,1,0,1,0,1,0,1,1,0
570,N58203,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,157,0.0,0,11.0,68.77,21085200.0,0,1,0,1,0,1,0,1,1,0
571,N58308,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,157,0.0,0,11.0,68.77,31708800.0,0,1,0,1,0,1,0,1,1,0
572,N58323,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,157,0.0,0,11.0,68.77,19184400.0,0,1,0,1,0,1,0,1,1,0
573,N58634,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,7,0.0,0,11.0,40.95,18921600.0,0,1,0,1,0,1,0,1,1,0
574,N58964,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,157,0.0,0,16.6,68.77,18406800.0,0,1,0,1,0,1,0,1,1,0
575,N59019,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,7,0.0,0,11.0,40.95,231987600.0,0,1,0,1,0,1,0,1,1,0
576,N59070,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,157,0.0,0,11.0,68.77,18838800.0,0,1,0,1,0,1,0,1,1,0
577,N59172,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,157,0.0,0,16.6,68.77,18147600.0,0,1,0,1,0,1,0,1,1,0
578,N59258,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,157,0.0,0,11.0,68.77,17974800.0,0,1,0,1,0,1,0,1,1,0
579,N59299,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,157,0.0,0,11.0,68.77,21340800.0,0,1,0,1,0,1,0,1,1,0
580,N59385,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,157,0.0,0,16.6,68.77,18838800.0,0,1,0,1,0,1,0,1,1,0
581,N59535,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,157,0.0,0,11.0,68.77,19357200.0,0,1,0,1,0,1,0,1,1,0
582,N59741,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,157,0.0,0,11.0,68.77,233802000.0,0,1,0,1,0,1,0,1,1,0
583,N59909,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,157,0.0,0,11.0,68.77,234406800.0,0,1,0,1,0,1,0,1,1,0
584,N60200,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,157,0.0,0,11.0,68.77,228618000.0,0,1,0,1,0,1,0,1,1,0
585,N60422,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,157,0.0,0,11.0,68.77,17802000.0,0,1,0,1,0,1,0,1,1,0
586,N60441,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,157,0.0,0,11.0,68.77,231987600.0,0,1,0,1,0,1,0,1,1,0
587,N60466,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,157,0.0,0,11.0,68.77,18147600.0,0,1,0,1,0,1,0,1,1,0
588,N60494,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,157,0.0,0,11.0,68.77,232246800.0,0,1,0,1,0,1,0,1,1,0
589,N60607,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,157,0.0,0,11.0,68.77,19098000.0,0,1,0,1,0,1,0,1,1,0
590,N60683,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,157,0.0,0,11.0,68.77,232851600.0,0,1,0,1,0,1,0,1,1,0
591,N60709,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,157,0.0,0,11.0,68.77,20736000.0,0,1,0,1,0,1,0,1,1,0
592,N60739,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,157,0.0,0,11.0,68.77,20390400.0,0,1,0,1,0,1,0,1,1,0
593,N60740,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,157,0.0,0,11.0,68.77,232419600.0,0,1,0,1,0,1,0,1,1,0
594,N60791,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,157,0.0,0,11.0,68.77,17715600.0,0,1,0,1,0,1,0,1,1,0
595,N60899,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,157,0.0,0,11.0,68.77,20736000.0,0,1,0,1,0,1,0,1,1,0
596,N60963,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,157,0.0,0,11.0,68.77,20995200.0,0,1,0,1,0,1,0,1,1,0
597,N61025,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,157,0.0,0,11.0,68.77,233370000.0,0,1,0,1,0,1,0,1,1,0
598,N61645,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,157,0.0,0,11.0,68.77,21254400.0,0,1,0,1,0,1,0,1,1,0
599,N61952,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,157,0.0,0,11.0,68.77,18406800.0,0,1,0,1,0,1,0,1,1,0
600,N62097,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,157,0.0,0,11.0,68.77,20304000.0,0,1,0,1,0,1,0,1,1,0
601,N62107,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,157,0.0,0,11.0,68.77,17888400.0,0,1,0,1,0,1,0,1,1,0
602,N62111,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,157,0.0,0,11.0,68.77,17888400.0,0,1,0,1,0,1,0,1,1,0
603,N62206,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,157,0.0,0,11.0,68.77,20390400.0,0,1,0,1,0,1,0,1,1,0
604,N62350,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,7,0.0,0,16.6,68.77,19612800.0,0,1,0,1,0,1,0,1,1,0
605,N62476,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,157,0.0,0,16.6,68.77,20304000.0,0,1,0,1,0,1,0,1,1,0
606,N62663,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,157,0.0,0,11.0,68.77,231728400.0,0,1,0,1,0,1,0,1,1,0
607,N62696,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,157,0.0,0,11.0,68.77,19267200.0,0,1,0,1,0,1,0,1,1,0
608,N62734,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,157,0.0,0,11.0,68.77,18662400.0,0,1,0,1,0,1,0,1,1,0
609,N63022,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,157,0.0,0,11.0,68.77,18403200.0,0,1,0,1,0,1,0,1,1,0
610,N63029,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,157,0.0,0,11.0,68.77,15987600.0,0,1,0,1,0,1,0,1,1,0
611,N63307,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,157,0.0,0,11.0,68.77,229914000.0,0,1,0,1,0,1,0,1,1,0
612,N63553,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,157,0.0,0,16.6,68.77,231382800.0,0,1,0,1,0,1,0,1,1,0
613,N63560,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,157,0.0,0,22.2,68.77,26006400.0,0,1,0,1,0,1,0,1,1,0
614,N63723,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,157,0.0,0,11.0,68.77,230864400.0,0,1,0,1,0,1,0,1,1,0
615,N63783,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,157,0.0,0,11.0,68.77,18921600.0,0,1,0,1,0,1,0,1,1,0
616,N63793,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,7,0.0,0,11.0,40.95,17283600.0,0,1,0,1,0,1,0,1,1,0
617,N63936,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,157,0.0,0,11.0,68.77,19785600.0,0,1,0,1,0,1,0,1,1,0
618,N63966,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,157,0.0,0,11.0,68.77,18230400.0,0,1,0,1,0,1,0,1,1,0
619,N63991,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,157,0.0,0,11.0,68.77,18057600.0,0,1,0,1,0,1,0,1,1,0
620,N64090,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,157,0.0,0,11.0,68.77,18576000.0,0,1,0,1,0,1,0,1,1,0
621,N64093,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,157,0.0,0,11.0,68.77,18576000.0,0,1,0,1,0,1,0,1,1,0
622,N64441,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,157,0.0,0,16.6,68.77,16934400.0,0,1,0,1,0,1,0,1,1,0
623,N65199,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,157,0.0,0,11.0,68.77,21945600.0,0,1,0,1,0,1,0,1,1,0
624,N65532,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,157,0.0,0,11.0,68.77,18316800.0,0,1,0,1,0,1,0,1,1,0
625,N65608,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,157,0.0,0,11.0,68.77,18057600.0,0,1,0,1,0,1,0,1,1,0
626,N65660,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,7,0.0,0,11.0,40.95,222134400.0,0,1,0,1,0,1,0,1,1,0
627,N65720,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,157,0.0,0,16.6,68.77,24019200.0,0,1,0,1,0,1,0,1,1,0
628,N66121,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,157,0.0,0,16.6,68.77,21250800.0,0,1,0,1,0,1,0,1,1,0
629,N66150,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,157,0.0,0,16.6,68.77,221443200.0,0,1,0,1,0,1,0,1,1,0
630,N66227,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,157,0.0,0,11.0,71.5,20386800.0,0,1,0,1,0,1,0,1,1,0
631,N66287,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,157,0.0,0,14.25,71.5,19090800.0,0,1,0,1,0,1,0,1,1,0
632,N66449,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,157,0.0,0,16.6,68.77,21168000.0,0,1,0,1,0,1,0,1,1,0
633,N66521,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,157,0.0,0,16.6,68.77,36982800.0,0,1,0,1,0,1,0,1,1,0
634,N66995,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,157,0.0,0,16.6,68.77,22374000.0,0,1,0,1,0,1,0,1,1,0
635,N67041,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,157,0.0,0,11.0,68.77,22028400.0,0,1,0,1,0,1,0,1,1,0
636,N67058,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,157,0.0,0,11.0,68.77,19609200.0,0,1,0,1,0,1,0,1,1,0
637,N67184,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,157,0.0,0,16.6,68.77,21596400.0,0,1,0,1,0,1,0,1,1,0
638,N67395,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,157,0.0,0,11.0,68.77,19177200.0,0,1,0,1,0,1,0,1,1,0
639,N67590,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,157,0.0,0,16.6,68.77,20041200.0,0,1,0,1,0,1,0,1,1,0
