,@@case_id_column,event:concept:name@Add penalty,event:concept:name@Appeal to Judge,event:concept:name@Create Fine,event:concept:name@Insert Date Appeal to Prefecture,event:concept:name@Insert Fine Notification,event:concept:name@Notify Result Appeal to Offender,event:concept:name@Payment,event:concept:name@Receive Result Appeal from Prefecture,event:concept:name@Send Appeal to Prefecture,event:concept:name@Send Fine,event:concept:name@Send for Credit Collection,event:notificationType@C,event:notificationType@P,event:vehicleClass@A,event:vehicleClass@C,event:vehicleClass@M,event:dismissal@#,event:dismissal@G,event:dismissal@NIL,event:expense,event:article,event:totalPaymentAmount,event:points,event:amount,@@caseDuration,@@num_occurrence_Payment,@@num_occurrence_Insert Date Appeal to Prefecture,@@num_occurrence_Notify Result Appeal to Offender,@@num_occurrence_Insert Fine Notification,@@num_occurrence_Send Appeal to Prefecture,@@num_occurrence_Add penalty,@@num_occurrence_Receive Result Appeal from Prefecture,@@num_occurrence_Send for Credit Collection,@@num_occurrence_Create Fine,@@num_occurrence_Send Fine,@@num_occurrence_Appeal to Judge
147,S188928,1,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,30.0,157,108.0,0,79.5,14432400.0,0,1,1,1,1,1,1,0,1,1,0
148,S42881,1,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,16.0,7,83.2,0,68.77,28771200.0,0,1,1,1,1,1,1,0,1,1,0
149,S44061,1,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,16.0,158,80.0,0,65.5,29203200.0,0,1,1,1,1,1,1,0,1,1,0
150,S47917,1,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,12.91,7,75.51,0,62.59,41990400.0,0,1,1,1,1,1,1,0,1,1,0
151,S48577,1,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,12.91,158,75.51,0,62.59,15980400.0,0,1,1,1,1,1,1,0,1,1,0
152,S49700,1,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,12.91,143,138.1,0,125.19,14256000.0,0,1,1,1,1,1,1,0,1,1,0
153,S50893,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,1,12.91,43,75.51,0,62.59,16678800.0,0,1,1,1,1,1,1,0,1,1,0
154,S51138,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,1,12.91,43,75.51,0,62.59,26524800.0,0,1,1,1,1,1,1,0,1,1,0
155,S51802,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,1,12.91,43,75.51,0,62.59,17888400.0,0,1,1,1,1,1,1,0,1,1,0
156,S72395,1,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,13.0,158,77.0,0,65.5,18493200.0,0,1,1,1,1,1,1,0,1,1,0
157,S72991,1,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,13.0,157,77.0,0,65.5,22813200.0,0,1,1,1,1,1,1,0,1,1,0
158,S74232,1,0,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,1,13.0,7,77.0,0,65.5,23760000.0,0,1,1,1,1,1,1,0,1,1,0
159,S74383,1,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,13.0,157,77.0,0,65.5,22982400.0,0,1,1,1,1,1,1,0,1,1,0
160,S75179,1,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,13.0,158,77.0,0,65.5,18406800.0,0,1,1,1,1,1,1,0,1,1,0
161,S76033,1,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,13.0,158,77.0,0,65.5,24019200.0,0,1,1,1,1,1,1,0,1,1,0
162,S78532,1,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,16.0,43,80.0,0,65.5,24969600.0,0,1,1,1,1,1,1,0,1,1,0
163,S82365,1,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,16.0,7,83.2,0,68.77,28944000.0,0,1,1,1,1,1,1,0,1,1,0
164,S82669,1,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,16.0,7,82.2,0,68.77,26956800.0,0,1,1,1,1,1,1,0,1,1,0
165,S84245,1,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,16.0,158,152.5,0,137.55,25574400.0,0,1,1,1,1,1,1,0,1,1,0
166,S86412,1,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,16.0,7,83.2,0,68.77,26956800.0,0,1,1,1,1,1,1,0,1,1,0
167,S90624,1,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,16.0,158,83.2,0,68.77,24620400.0,0,1,1,1,1,1,1,0,1,1,0
168,S91198,1,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,16.0,7,83.2,0,68.77,24195600.0,0,1,1,1,1,1,1,0,1,1,0
169,S92388,1,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,16.0,158,83.2,0,68.77,41644800.0,0,1,1,1,1,1,1,0,1,1,0
170,S92980,1,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,16.0,7,83.2,0,68.77,24883200.0,0,1,1,1,1,1,1,0,1,1,0
171,S92995,1,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,16.0,7,83.2,0,68.77,26784000.0,0,1,1,1,1,1,1,0,1,1,0
172,S92999,1,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,16.0,7,83.2,0,68.77,26524800.0,0,1,1,1,1,1,1,0,1,1,0
173,S93290,1,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,16.0,157,83.2,0,68.77,23846400.0,0,1,1,1,1,1,1,0,1,1,0
174,S94547,1,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,16.0,7,83.2,0,68.77,26265600.0,0,1,1,1,1,1,1,0,1,1,0
175,S98679,1,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,16.0,7,83.2,0,68.77,22636800.0,0,1,1,1,1,1,1,0,1,1,0
176,S99130,1,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,16.0,158,152.5,0,137.55,31536000.0,0,1,1,1,1,1,1,0,1,1,0
177,S99168,1,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,16.0,7,158.0,0,143.0,25056000.0,0,1,1,1,1,1,1,0,1,1,0
178,V10067,1,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,13.0,142,667.0,0,655.5,20649600.0,0,1,1,1,1,1,1,0,1,1,0
179,V10193,1,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,16.0,142,278.0,0,262.0,23328000.0,0,1,1,1,1,1,1,0,1,1,0
180,V11661,1,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,16.0,142,291.1,0,275.1,27392400.0,0,1,1,1,1,1,1,0,1,1,0
181,V11662,1,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,16.0,142,291.1,0,275.1,26701200.0,0,1,1,1,1,1,1,0,1,1,0
182,V11980,1,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,16.0,142,291.1,0,275.1,25405200.0,0,1,1,1,1,1,1,0,1,1,0
183,V12113,1,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,16.0,142,291.1,0,275.1,26010000.0,0,1,1,1,1,1,1,0,1,1,0
184,V12218,1,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,16.0,142,291.1,0,275.1,25833600.0,0,1,1,1,1,1,1,0,1,1,0
185,V12494,1,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,16.0,142,291.1,0,275.1,31276800.0,0,1,1,1,1,1,1,0,1,1,0
186,V4036,1,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,12.91,142,263.29,0,250.38,17017200.0,0,1,1,1,1,1,1,0,1,1,0
187,V4845,1,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,12.91,142,263.29,0,250.38,19616400.0,0,1,1,1,1,1,1,0,1,1,0
188,V4946,1,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,12.91,142,263.29,0,250.38,16851600.0,0,1,1,1,1,1,1,0,1,1,0
189,V5041,1,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,12.91,142,263.29,0,250.38,16419600.0,0,1,1,1,1,1,1,0,1,1,0
190,V5055,1,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,12.91,142,263.29,0,250.38,15814800.0,0,1,1,1,1,1,1,0,1,1,0
191,V8200,1,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,20.19,142,282.59,0,262.4,33696000.0,0,1,1,1,1,1,1,0,1,1,0
192,V8354,1,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,20.19,142,282.59,0,262.4,32745600.0,0,1,1,1,1,1,1,0,1,1,0
193,V8364,1,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,6.71,142,269.1,0,262.4,38624400.0,0,1,1,1,1,1,1,0,1,1,0
194,V8571,1,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,6.71,142,137.91,0,262.4,44924400.0,0,1,1,1,1,1,1,0,1,1,0
195,A15873,1,0,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,1,26.0,157,0.0,0,74.0,97718400.0,0,1,1,1,1,1,1,0,1,1,0
196,A1615,1,0,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,1,22.0,157,0.0,0,71.5,82857600.0,0,1,1,1,1,1,1,0,1,1,0
197,A18290,1,0,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,1,26.0,157,0.0,0,74.0,102902400.0,0,1,1,1,1,1,1,0,1,1,0
198,A21799,1,0,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,1,26.0,157,0.0,0,74.0,99187200.0,0,1,1,1,1,1,1,0,1,1,0
199,A25778,1,0,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,1,26.0,157,0.0,0,74.0,73267200.0,0,1,1,1,1,1,1,0,1,1,0
200,A30343,1,0,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,1,26.0,157,0.0,0,74.0,72144000.0,0,1,1,1,1,1,1,0,1,1,0
201,A32535,1,0,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,1,26.0,157,0.0,0,74.0,71971200.0,0,1,1,1,1,1,1,0,1,1,0
202,A33741,1,0,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,1,26.0,157,0.0,0,74.0,70329600.0,0,1,1,1,1,1,1,0,1,1,0
203,A38093,1,0,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,1,26.0,157,0.0,0,74.0,102985200.0,0,1,1,1,1,1,1,0,1,1,0
204,A42360,1,0,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,1,26.0,157,0.0,0,77.5,87264000.0,0,1,1,1,1,1,1,0,1,1,0
205,A45118,1,0,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,1,26.0,157,0.0,0,77.5,82598400.0,0,1,1,1,1,1,1,0,1,1,0
206,A45407,1,0,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,1,26.0,157,0.0,0,77.5,82771200.0,0,1,1,1,1,1,1,0,1,1,0
207,C14494,1,0,1,1,1,1,0,1,1,1,1,0,1,0,1,0,0,0,1,13.0,7,0.0,0,65.5,45018000.0,0,1,1,1,1,1,1,0,1,1,0
208,C19060,1,0,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,1,26.0,23,0.0,0,798.0,72658800.0,0,1,1,1,1,1,1,0,1,1,0
209,C21363,1,0,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,1,26.0,23,0.0,0,779.5,68166000.0,0,1,1,1,1,1,1,0,1,1,0
210,C21740,1,0,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,1,26.0,23,0.0,0,779.5,75510000.0,0,1,1,1,1,1,1,0,1,1,0
211,C22209,1,0,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,1,26.0,172,0.0,5,153.0,53049600.0,0,1,1,1,1,1,1,0,1,1,0
212,N22767,1,0,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,1,12.91,157,0.0,0,62.59,70326000.0,0,1,1,1,1,1,1,0,1,1,0
213,N24544,1,0,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,1,12.91,7,0.0,0,37.56,62035200.0,0,1,1,1,1,1,1,0,1,1,0
214,N35364,1,0,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,1,20.14,157,0.0,0,65.6,75517200.0,0,1,1,1,1,1,1,0,1,1,0
215,N38083,1,0,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,1,25.3,157,0.0,0,65.6,70592400.0,0,1,1,1,1,1,1,0,1,1,0
216,N38587,1,0,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,1,20.19,157,0.0,0,65.6,131673600.0,0,1,1,1,1,1,1,0,1,1,0
217,N42170,1,0,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,1,13.0,157,0.0,0,65.5,81392400.0,0,1,1,1,1,1,1,0,1,1,0
218,N43132,1,0,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,1,13.0,157,0.0,0,65.5,48387600.0,0,1,1,1,1,1,1,0,1,1,0
219,N43226,1,0,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,1,13.0,157,0.0,0,65.5,77850000.0,0,1,1,1,1,1,1,0,1,1,0
220,N43876,1,0,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,1,13.0,157,0.0,0,65.5,76554000.0,0,1,1,1,1,1,1,0,1,1,0
221,N44117,1,0,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,1,13.0,157,0.0,0,65.5,74998800.0,0,1,1,1,1,1,1,0,1,1,0
222,N44408,1,0,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,1,13.0,157,0.0,0,65.5,74826000.0,0,1,1,1,1,1,1,0,1,1,0
223,N49905,1,0,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,1,16.0,157,0.0,0,68.77,83984400.0,0,1,1,1,1,1,1,0,1,1,0
224,N50510,1,0,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,1,16.0,157,0.0,0,68.77,82429200.0,0,1,1,1,1,1,1,0,1,1,0
225,N56245,1,0,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,1,16.0,157,0.0,0,68.77,82947600.0,0,1,1,1,1,1,1,0,1,1,0
226,N57230,1,0,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,1,16.0,157,0.0,0,68.77,83120400.0,0,1,1,1,1,1,1,0,1,1,0
227,N61884,1,0,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,1,16.0,157,0.0,0,68.77,80528400.0,0,1,1,1,1,1,1,0,1,1,0
228,N71205,1,0,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,1,16.0,157,0.0,0,71.5,63072000.0,0,1,1,1,1,1,1,0,1,1,0
229,N74611,1,0,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,1,22.0,157,0.0,0,71.5,116380800.0,0,1,1,1,1,1,1,0,1,1,0
230,N75057,1,0,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,1,16.0,157,0.0,0,71.5,55990800.0,0,1,1,1,1,1,1,0,1,1,0
231,N81275,1,0,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,1,22.0,157,0.0,0,71.5,116640000.0,0,1,1,1,1,1,1,0,1,1,0
232,N88920,1,0,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,1,22.0,157,0.0,0,71.5,103849200.0,0,1,1,1,1,1,1,0,1,1,0
233,N98614,1,0,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,1,22.0,7,0.0,0,71.5,87782400.0,0,1,1,1,1,1,1,0,1,1,0
234,P1490,1,0,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,1,26.0,7,0.0,0,47.0,55641600.0,0,1,1,1,1,1,1,0,1,1,0
235,S103711,1,0,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,1,16.0,7,0.0,0,71.5,116812800.0,0,1,1,1,1,1,1,0,1,1,0
236,S109955,1,0,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,1,22.0,141,0.0,5,143.0,97196400.0,0,1,1,1,1,1,1,0,1,1,0
237,S112976,1,0,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,1,22.0,158,0.0,2,143.0,81734400.0,0,1,1,1,1,1,1,0,1,1,0
238,S116610,1,0,1,1,1,1,0,1,1,1,1,0,1,0,1,0,0,0,1,22.0,191,0.0,0,275.0,78537600.0,0,1,1,1,1,1,1,0,1,1,0
239,S117098,1,0,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,1,22.0,158,0.0,0,71.5,74300400.0,0,1,1,1,1,1,1,0,1,1,0
240,S117397,1,0,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,1,26.0,158,0.0,2,148.0,54777600.0,0,1,1,1,1,1,1,0,1,1,0
241,S118269,1,0,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,1,22.0,7,0.0,0,71.5,71967600.0,0,1,1,1,1,1,1,0,1,1,0
242,S126017,1,0,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,1,26.0,158,0.0,0,148.0,71280000.0,0,1,1,1,1,1,1,0,1,1,0
243,S126072,1,0,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,1,26.0,157,0.0,0,74.0,71280000.0,0,1,1,1,1,1,1,0,1,1,0
244,S126273,1,0,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,1,26.0,158,0.0,0,74.0,71280000.0,0,1,1,1,1,1,1,0,1,1,0
245,S131717,1,0,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,1,26.0,158,0.0,0,148.0,106095600.0,0,1,1,1,1,1,1,0,1,1,0
246,S143148,1,0,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,1,26.0,158,0.0,0,155.5,59616000.0,0,1,1,1,1,1,1,0,1,1,0
247,S143232,1,0,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,1,26.0,158,0.0,0,155.5,81993600.0,0,1,1,1,1,1,1,0,1,1,0
248,S143259,1,0,1,1,1,1,0,1,1,1,1,0,1,0,1,0,0,0,1,26.0,158,0.0,2,155.5,76809600.0,0,1,1,1,1,1,1,0,1,1,0
249,S145058,1,0,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,1,26.0,7,0.0,0,79.5,63590400.0,0,1,1,1,1,1,1,0,1,1,0
250,S145880,1,0,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,1,26.0,158,0.0,2,155.5,77932800.0,0,1,1,1,1,1,1,0,1,1,0
251,S149903,1,0,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,1,26.0,157,0.0,0,77.5,62035200.0,0,1,1,1,1,1,1,0,1,1,0
252,S154214,1,0,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,1,26.0,157,0.0,0,77.5,55641600.0,0,1,1,1,1,1,1,0,1,1,0
253,S157075,1,0,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,1,26.0,158,0.0,0,159.0,71967600.0,0,1,1,1,1,1,1,0,1,1,0
254,S157297,1,0,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,1,26.0,158,0.0,0,155.5,81734400.0,0,1,1,1,1,1,1,0,1,1,0
255,S159923,1,0,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,1,26.0,157,0.0,0,77.5,78624000.0,0,1,1,1,1,1,1,0,1,1,0
256,S161548,1,0,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,1,26.0,7,0.0,0,79.5,67215600.0,0,1,1,1,1,1,1,0,1,1,0
257,S165320,1,0,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,1,26.0,7,0.0,0,47.0,63417600.0,0,1,1,1,1,1,1,0,1,1,0
258,S165363,1,0,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,1,26.0,158,0.0,0,79.5,63504000.0,0,1,1,1,1,1,1,0,1,1,0
259,S166431,1,0,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,1,26.0,7,0.0,0,47.0,61862400.0,0,1,1,1,1,1,1,0,1,1,0
260,S167405,1,0,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,1,26.0,158,0.0,2,159.0,61516800.0,0,1,1,1,1,1,1,0,1,1,0
261,S54626,1,0,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,1,13.43,158,0.0,0,65.6,44154000.0,0,1,1,1,1,1,1,0,1,1,0
262,S65928,1,0,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,1,13.0,43,0.0,0,65.5,79146000.0,0,1,1,1,1,1,1,0,1,1,0
263,S70594,1,0,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,1,13.0,43,0.0,0,65.5,90460800.0,0,1,1,1,1,1,1,0,1,1,0
264,S73642,1,0,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,1,13.0,7,0.0,0,65.5,77936400.0,0,1,1,1,1,1,1,0,1,1,0
265,S73798,1,0,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,1,13.0,7,0.0,0,65.5,47437200.0,0,1,1,1,1,1,1,0,1,1,0
266,S75671,1,0,1,1,1,1,0,1,1,1,1,0,1,0,0,1,0,0,1,13.0,7,0.0,0,65.5,76640400.0,0,1,1,1,1,1,1,0,1,1,0
267,S82608,1,0,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,1,16.0,158,0.0,0,68.77,79491600.0,0,1,1,1,1,1,1,0,1,1,0
268,S83239,1,0,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,1,16.0,158,0.0,0,68.77,79578000.0,0,1,1,1,1,1,1,0,1,1,0
269,S83516,1,0,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,1,16.0,7,0.0,0,68.77,81219600.0,0,1,1,1,1,1,1,0,1,1,0
270,S85301,1,0,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,1,16.0,158,0.0,0,137.55,69984000.0,0,1,1,1,1,1,1,0,1,1,0
271,V11858,1,0,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,1,16.0,142,0.0,0,275.1,88390800.0,0,1,1,1,1,1,1,0,1,1,0
272,V12293,1,0,1,1,1,1,0,1,1,1,1,0,1,0,0,1,0,0,1,16.0,142,0.0,0,275.1,47782800.0,0,1,1,1,1,1,1,0,1,1,0
273,V17822,1,0,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,1,26.0,142,0.0,5,297.0,64195200.0,0,1,1,1,1,1,1,0,1,1,0
274,V18189,1,0,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,1,26.0,142,0.0,5,297.0,102812400.0,0,1,1,1,1,1,1,0,1,1,0
275,V18515,1,0,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,1,26.0,142,0.0,5,312.0,89683200.0,0,1,1,1,1,1,1,0,1,1,0
276,V18588,1,0,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,1,26.0,142,0.0,5,312.0,88041600.0,0,1,1,1,1,1,1,0,1,1,0
277,V18591,1,0,1,1,1,1,0,1,1,1,1,0,1,0,0,1,0,0,1,26.0,142,0.0,5,312.0,88041600.0,0,1,1,1,1,1,1,0,1,1,0
278,V18650,1,0,1,1,1,1,0,1,1,1,1,0,1,0,0,1,0,0,1,26.0,142,0.0,5,312.0,87350400.0,0,1,1,1,1,1,1,0,1,1,0
279,V19288,1,0,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,1,30.0,142,0.0,3,319.5,50544000.0,0,1,1,1,1,1,1,0,1,1,0
280,V4481,1,0,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,1,12.91,142,0.0,0,250.38,65055600.0,0,1,1,1,1,1,1,0,1,1,0
281,V7396,1,0,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,1,13.43,142,0.0,0,262.4,48646800.0,0,1,1,1,1,1,1,0,1,1,0
282,V8906,1,0,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,1,13.0,142,0.0,0,262.0,83638800.0,0,1,1,1,1,1,1,0,1,1,0
283,A26532,1,0,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,1,26.0,157,0.0,0,74.0,39394800.0,0,1,1,1,1,1,1,0,1,1,0
284,A27067,1,0,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,1,26.0,157,0.0,0,74.0,37753200.0,0,1,1,1,1,1,1,0,1,1,0
285,N21892,1,0,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,1,12.91,7,0.0,0,37.56,70930800.0,0,1,1,1,1,1,1,0,1,1,0
286,S47893,1,0,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,1,12.91,158,0.0,0,62.59,67302000.0,0,1,1,1,1,1,1,0,1,1,0
287,A32224,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0,0,0,1,1,26.0,157,0.0,0,74.0,20134800.0,0,1,1,1,1,1,1,0,1,1,0
288,A36164,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0,0,0,0,1,26.0,157,0.0,0,74.0,20736000.0,0,1,1,1,1,1,1,0,1,1,0
289,A8677,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0,0,0,1,1,22.0,157,0.0,0,74.0,35510400.0,0,1,1,1,1,1,1,0,1,1,0
290,A9077,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0,0,0,1,1,22.0,157,0.0,0,74.0,33782400.0,0,1,1,1,1,1,1,0,1,1,0
291,N44541,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0,0,0,0,1,13.0,157,0.0,0,65.5,19094400.0,0,1,1,1,1,1,1,0,1,1,0
292,N56091,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0,0,0,1,1,16.0,157,0.0,0,68.77,25228800.0,0,1,1,1,1,1,1,0,1,1,0
293,N61028,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0,0,0,1,1,16.0,157,0.0,0,68.77,25660800.0,0,1,1,1,1,1,1,0,1,1,0
294,N77806,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0,0,0,0,1,16.0,157,0.0,0,71.5,28944000.0,0,1,1,1,1,1,1,0,1,1,0
295,N78790,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0,0,0,1,1,16.0,157,0.0,0,71.5,31276800.0,0,1,1,1,1,1,1,0,1,1,0
296,N99957,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0,0,0,1,1,22.0,157,0.0,0,71.5,24364800.0,0,1,1,1,1,1,1,0,1,1,0
297,S106226,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0,0,0,1,1,22.0,158,0.0,2,143.0,31795200.0,0,1,1,1,1,1,1,0,1,1,0
298,S126632,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0,0,0,1,1,26.0,7,0.0,0,74.0,16938000.0,0,1,1,1,1,1,1,0,1,1,0
299,S74183,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0,0,0,0,1,16.0,158,0.0,0,131.0,29289600.0,0,1,1,1,1,1,1,0,1,1,0
