,@@case_id_column,event:concept:name@Add penalty,event:concept:name@Appeal to Judge,event:concept:name@Create Fine,event:concept:name@Insert Date Appeal to Prefecture,event:concept:name@Insert Fine Notification,event:concept:name@Notify Result Appeal to Offender,event:concept:name@Payment,event:concept:name@Receive Result Appeal from Prefecture,event:concept:name@Send Appeal to Prefecture,event:concept:name@Send Fine,event:concept:name@Send for Credit Collection,event:notificationType@C,event:notificationType@P,event:vehicleClass@A,event:vehicleClass@C,event:vehicleClass@M,event:dismissal@#,event:dismissal@D,event:dismissal@G,event:dismissal@NIL,event:expense,event:article,event:totalPaymentAmount,event:points,event:amount,@@caseDuration,@@num_occurrence_Payment,@@num_occurrence_Insert Date Appeal to Prefecture,@@num_occurrence_Notify Result Appeal to Offender,@@num_occurrence_Insert Fine Notification,@@num_occurrence_Send Appeal to Prefecture,@@num_occurrence_Add penalty,@@num_occurrence_Receive Result Appeal from Prefecture,@@num_occurrence_Send for Credit Collection,@@num_occurrence_Create Fine,@@num_occurrence_Send Fine,@@num_occurrence_Appeal to Judge
143,N70546,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,16.6,157,0.0,0,71.5,216950400.0,0,1,0,1,0,1,0,0,1,1,0
144,N74497,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,11.0,157,0.0,0,71.5,22467600.0,0,1,0,1,0,1,0,0,1,1,0
145,N76186,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,14.25,157,0.0,0,71.5,203821200.0,0,1,0,1,0,1,0,0,1,1,0
146,N77259,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,14.25,7,0.0,0,71.5,203216400.0,0,1,0,1,0,1,0,0,1,1,0
147,N77475,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,11.0,157,0.0,0,71.5,50461200.0,0,1,0,1,0,1,0,0,1,1,0
148,N77586,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,11.0,157,0.0,0,71.5,20822400.0,0,1,0,1,0,1,0,0,1,1,0
149,N77804,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,14.25,157,0.0,0,71.5,20995200.0,0,1,0,1,0,1,0,0,1,1,0
150,N77840,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,11.0,157,0.0,0,71.5,212288400.0,0,1,0,1,0,1,0,0,1,1,0
151,N77883,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,11.0,157,0.0,0,71.5,211424400.0,0,1,0,1,0,1,0,0,1,1,0
152,N79058,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,11.0,157,0.0,0,71.5,21258000.0,0,1,0,1,0,1,0,0,1,1,0
153,N80332,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,11.0,157,0.0,0,71.5,21171600.0,0,1,0,1,0,1,0,0,1,1,0
154,N80946,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,11.0,157,0.0,0,71.5,21344400.0,0,1,0,1,0,1,0,0,1,1,0
155,N85278,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,11.0,157,0.0,0,71.5,24019200.0,0,1,0,1,0,1,0,0,1,1,0
156,N85651,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,11.0,157,0.0,0,71.5,22291200.0,0,1,0,1,0,1,0,0,1,1,0
157,N86124,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,11.0,157,0.0,0,71.5,24969600.0,0,1,0,1,0,1,0,0,1,1,0
158,N86329,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,11.0,157,0.0,0,71.5,18140400.0,0,1,0,1,0,1,0,0,1,1,0
159,N89600,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,14.25,157,0.0,0,71.5,189907200.0,0,1,0,1,0,1,0,0,1,1,0
160,N91852,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,11.0,157,0.0,0,71.5,21423600.0,0,1,0,1,0,1,0,0,1,1,0
161,N93747,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,16.6,7,0.0,0,42.5,36201600.0,0,1,0,1,0,1,0,0,1,1,0
162,N94622,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,11.0,157,0.0,0,71.5,33782400.0,0,1,0,1,0,1,0,0,1,1,0
163,N94655,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,14.25,157,0.0,0,71.5,22726800.0,0,1,0,1,0,1,0,0,1,1,0
164,N95394,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,14.25,157,0.0,0,71.5,55299600.0,0,1,0,1,0,1,0,0,1,1,0
165,N96346,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,11.0,157,0.0,0,71.5,23418000.0,0,1,0,1,0,1,0,0,1,1,0
166,N97392,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,11.0,157,0.0,0,71.5,23418000.0,0,1,0,1,0,1,0,0,1,1,0
167,N98419,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,14.25,157,0.0,0,71.5,51584400.0,0,1,0,1,0,1,0,0,1,1,0
168,N98529,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,11.0,7,0.0,0,42.5,24537600.0,0,1,0,1,0,1,0,0,1,1,0
169,N99333,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,11.0,157,0.0,0,71.5,21949200.0,0,1,0,1,0,1,0,0,1,1,0
170,N99385,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,11.0,157,0.0,0,71.5,21949200.0,0,1,0,1,0,1,0,0,1,1,0
171,N99463,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,11.0,157,0.0,0,71.5,23331600.0,0,1,0,1,0,1,0,0,1,1,0
172,N99572,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,14.25,157,0.0,0,71.5,23245200.0,0,1,0,1,0,1,0,0,1,1,0
173,N99743,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,11.0,157,0.0,0,71.5,23504400.0,0,1,0,1,0,1,0,0,1,1,0
174,P1720,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,15.0,7,0.0,0,47.0,18406800.0,0,1,0,1,0,1,0,0,1,1,0
175,P2247,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,15.0,7,0.0,0,47.0,14518800.0,0,1,0,1,0,1,0,0,1,1,0
176,P285,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,15.0,7,0.0,0,47.0,14950800.0,0,1,0,1,0,1,0,0,1,1,0
177,P294,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,15.0,7,0.0,0,47.0,14778000.0,0,1,0,1,0,1,0,0,1,1,0
178,P4535,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,30.0,7,0.0,0,47.0,26524800.0,0,1,0,1,0,1,0,0,1,1,0
179,P4773,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,15.0,7,0.0,0,47.0,23241600.0,0,1,0,1,0,1,0,0,1,1,0
180,P494,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,25.0,7,0.0,0,47.0,19184400.0,0,1,0,1,0,1,0,0,1,1,0
181,P504,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,15.0,7,0.0,0,47.0,15037200.0,0,1,0,1,0,1,0,0,1,1,0
182,P5138,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,30.0,7,0.0,0,47.0,25574400.0,0,1,0,1,0,1,0,0,1,1,0
183,P5178,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,15.0,7,0.0,0,47.0,22118400.0,0,1,0,1,0,1,0,0,1,1,0
184,P560,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,15.0,7,0.0,0,47.0,17370000.0,0,1,0,1,0,1,0,0,1,1,0
185,P586,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,15.0,7,0.0,0,47.0,16851600.0,0,1,0,1,0,1,0,0,1,1,0
186,P82,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,25.0,7,0.0,0,47.0,20134800.0,0,1,0,1,0,1,0,0,1,1,0
187,S100008,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,11.0,157,0.0,0,71.5,21949200.0,0,1,0,1,0,1,0,0,1,1,0
188,S100849,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,16.6,158,0.0,0,71.5,26438400.0,0,1,0,1,0,1,0,0,1,1,0
189,S101239,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,14.25,157,0.0,0,71.5,19357200.0,0,1,0,1,0,1,0,0,1,1,0
190,S102499,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,11.0,7,0.0,0,71.5,19004400.0,0,1,0,1,0,1,0,0,1,1,0
191,S103299,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,11.0,157,0.0,0,71.5,22809600.0,0,1,0,1,0,1,0,0,1,1,0
192,S105527,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,11.0,158,0.0,2,143.0,22550400.0,0,1,0,1,0,1,0,0,1,1,0
193,S106230,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,11.0,158,0.0,2,143.0,22809600.0,0,1,0,1,0,1,0,0,1,1,0
194,S106401,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0.0,7,0.0,0,71.5,202093200.0,0,1,0,1,0,1,0,0,1,1,0
195,S106487,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,11.0,158,0.0,0,143.0,53312400.0,0,1,0,1,0,1,0,0,1,1,0
196,S108766,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,14.25,157,0.0,0,71.5,26002800.0,0,1,0,1,0,1,0,0,1,1,0
197,S109541,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,11.0,158,0.0,0,143.0,24969600.0,0,1,0,1,0,1,0,0,1,1,0
198,S109631,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,11.0,173,0.0,5,137.5,12610800.0,0,1,0,1,0,1,0,0,1,1,0
199,S110580,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,11.0,157,0.0,0,71.5,20566800.0,0,1,0,1,0,1,0,0,1,1,0
200,S112620,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,11.0,158,0.0,0,71.5,23677200.0,0,1,0,1,0,1,0,0,1,1,0
201,S112649,1,0,1,1,1,0,0,0,1,1,0,0,1,0,1,0,1,0,0,1,14.25,146,0.0,0,71.5,22899600.0,0,1,0,1,0,1,0,0,1,1,0
202,S112943,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,11.0,7,0.0,0,71.5,21603600.0,0,1,0,1,0,1,0,0,1,1,0
203,S114343,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,11.0,157,0.0,0,71.5,22982400.0,0,1,0,1,0,1,0,0,1,1,0
204,S114462,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,11.0,158,0.0,2,143.0,27043200.0,0,1,0,1,0,1,0,0,1,1,0
205,S114555,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,11.0,157,0.0,0,71.5,27216000.0,0,1,0,1,0,1,0,0,1,1,0
206,S116629,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,13.0,158,0.0,2,148.0,17280000.0,0,1,0,1,0,1,0,0,1,1,0
207,S116758,1,0,1,1,1,0,0,0,1,1,0,0,1,0,1,0,1,0,0,1,11.0,146,0.0,0,71.5,15811200.0,0,1,0,1,0,1,0,0,1,1,0
208,S117541,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,13.0,145,0.0,5,285.0,16506000.0,0,1,0,1,0,1,0,0,1,1,0
209,S117937,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,11.0,158,0.0,0,71.5,159321600.0,0,1,0,1,0,1,0,0,1,1,0
210,S118100,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,13.0,158,0.0,0,148.0,19436400.0,0,1,0,1,0,1,0,0,1,1,0
211,S118703,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,11.0,158,0.0,0,143.0,158198400.0,0,1,0,1,0,1,0,0,1,1,0
212,S119107,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,13.0,7,0.0,0,74.0,19872000.0,0,1,0,1,0,1,0,0,1,1,0
213,S119534,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,13.0,7,0.0,0,74.0,12013200.0,0,1,0,1,0,1,0,0,1,1,0
214,S119587,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,13.0,7,0.0,0,74.0,13482000.0,0,1,0,1,0,1,0,0,1,1,0
215,S120292,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,13.0,158,0.0,0,74.0,29894400.0,0,1,0,1,0,1,0,0,1,1,0
216,S120782,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,13.0,146,0.0,6,285.0,138070800.0,0,1,0,1,0,1,0,0,1,1,0
217,S121247,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,13.0,157,0.0,0,74.0,20995200.0,0,1,0,1,0,1,0,0,1,1,0
218,S122393,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,13.5,157,0.0,0,74.0,19184400.0,0,1,0,1,0,1,0,0,1,1,0
219,S123672,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,13.0,158,0.0,0,148.0,122947200.0,0,1,0,1,0,1,0,0,1,1,0
220,S123937,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,13.0,158,0.0,0,74.0,17715600.0,0,1,0,1,0,1,0,0,1,1,0
221,S123951,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,13.0,148,0.0,10,285.0,49762800.0,0,1,0,1,0,1,0,0,1,1,0
222,S124467,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,13.0,158,0.0,0,74.0,43282800.0,0,1,0,1,0,1,0,0,1,1,0
223,S124968,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,13.5,157,0.0,0,74.0,109386000.0,0,1,0,1,0,1,0,0,1,1,0
224,S125390,1,0,1,1,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0,1,13.5,146,0.0,6,285.0,14518800.0,0,1,0,1,0,1,0,0,1,1,0
225,S125506,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,13.0,158,0.0,0,148.0,12186000.0,0,1,0,1,0,1,0,0,1,1,0
226,S126315,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,13.5,7,0.0,0,74.0,19962000.0,0,1,0,1,0,1,0,0,1,1,0
227,S126514,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,13.5,180,0.0,0,742.5,21945600.0,0,1,0,1,0,1,0,0,1,1,0
228,S127329,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,13.5,7,0.0,0,74.0,15814800.0,0,1,0,1,0,1,0,0,1,1,0
229,S127896,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,13.5,7,0.0,0,74.0,106448400.0,0,1,0,1,0,1,0,0,1,1,0
230,S130192,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,13.5,141,0.0,0,74.0,11667600.0,0,1,0,1,0,1,0,0,1,1,0
231,S130315,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,13.5,158,0.0,0,74.0,22114800.0,0,1,0,1,0,1,0,0,1,1,0
232,S131118,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,13.5,148,0.0,5,142.5,18230400.0,0,1,0,1,0,1,0,0,1,1,0
233,S131805,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,13.5,146,0.0,6,285.0,24706800.0,0,1,0,1,0,1,0,0,1,1,0
234,S132742,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,13.5,158,0.0,2,155.5,26006400.0,0,1,0,1,0,1,0,0,1,1,0
235,S132766,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,13.5,158,0.0,0,77.5,38703600.0,0,1,0,1,0,1,0,0,1,1,0
236,S132847,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,13.5,158,0.0,0,77.5,92102400.0,0,1,0,1,0,1,0,0,1,1,0
237,S133261,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,13.5,158,0.0,0,155.5,16498800.0,0,1,0,1,0,1,0,0,1,1,0
238,S135780,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,13.5,157,0.0,0,77.5,15555600.0,0,1,0,1,0,1,0,0,1,1,0
239,S136086,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,13.5,146,0.0,6,299.5,17024400.0,0,1,0,1,0,1,0,0,1,1,0
240,S136464,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,13.5,158,0.0,0,77.5,17802000.0,0,1,0,1,0,1,0,0,1,1,0
241,S136935,1,0,1,1,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,13.5,146,0.0,0,77.5,81910800.0,0,1,0,1,0,1,0,0,1,1,0
242,S138656,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,13.5,158,0.0,0,77.5,33955200.0,0,1,0,1,0,1,0,0,1,1,0
243,S139078,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,13.5,158,0.0,0,155.5,78282000.0,0,1,0,1,0,1,0,0,1,1,0
244,S139242,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,13.5,7,0.0,0,77.5,22896000.0,0,1,0,1,0,1,0,0,1,1,0
245,S139276,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,13.5,157,0.0,0,77.5,13136400.0,0,1,0,1,0,1,0,0,1,1,0
246,S139460,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,13.5,7,0.0,0,77.5,15987600.0,0,1,0,1,0,1,0,0,1,1,0
247,S139606,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,13.5,7,0.0,0,77.5,26784000.0,0,1,0,1,0,1,0,0,1,1,0
248,S140816,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,13.5,158,0.0,2,155.5,21862800.0,0,1,0,1,0,1,0,0,1,1,0
249,S141408,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,13.5,158,0.0,2,155.5,25488000.0,0,1,0,1,0,1,0,0,1,1,0
250,S141989,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,13.5,7,0.0,0,77.5,20995200.0,0,1,0,1,0,1,0,0,1,1,0
251,S143011,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,13.5,157,0.0,0,77.5,18925200.0,0,1,0,1,0,1,0,0,1,1,0
252,S143104,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,13.5,158,0.0,0,77.5,20563200.0,0,1,0,1,0,1,0,0,1,1,0
253,S145102,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,13.5,146,0.0,6,299.5,15382800.0,0,1,0,1,0,1,0,0,1,1,0
254,S145132,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,13.5,7,0.0,0,46.0,19177200.0,0,1,0,1,0,1,0,0,1,1,0
255,S145585,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,13.5,7,0.0,0,46.0,19350000.0,0,1,0,1,0,1,0,0,1,1,0
256,S146426,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,13.5,158,0.0,0,155.5,24102000.0,0,1,0,1,0,1,0,0,1,1,0
257,S146884,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,13.5,157,0.0,0,77.5,64540800.0,0,1,0,1,0,1,0,0,1,1,0
258,S146951,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,13.5,7,0.0,0,77.5,23324400.0,0,1,0,1,0,1,0,0,1,1,0
259,S146969,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,13.5,157,0.0,0,77.5,64281600.0,0,1,0,1,0,1,0,0,1,1,0
260,S147848,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,13.5,158,0.0,2,159.0,11487600.0,0,1,0,1,0,1,0,0,1,1,0
261,S148013,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,13.5,7,0.0,0,77.5,13741200.0,0,1,0,1,0,1,0,0,1,1,0
262,S148378,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,13.5,7,0.0,0,77.5,20386800.0,0,1,0,1,0,1,0,0,1,1,0
263,S149261,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,13.5,7,0.0,0,46.0,18226800.0,0,1,0,1,0,1,0,0,1,1,0
264,S150321,1,0,1,1,1,0,0,0,1,1,0,0,1,0,1,0,1,0,0,1,13.5,7,0.0,0,77.5,15811200.0,0,1,0,1,0,1,0,0,1,1,0
265,S154056,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,13.5,7,0.0,0,46.0,47955600.0,0,1,0,1,0,1,0,0,1,1,0
266,S154171,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,13.5,7,0.0,0,46.0,15555600.0,0,1,0,1,0,1,0,0,1,1,0
267,S155014,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,15.0,7,0.0,0,77.5,48214800.0,0,1,0,1,0,1,0,0,1,1,0
268,S155221,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,13.5,158,0.0,2,155.5,15469200.0,0,1,0,1,0,1,0,0,1,1,0
269,S155454,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,13.5,7,0.0,0,77.5,13654800.0,0,1,0,1,0,1,0,0,1,1,0
270,S156277,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,13.5,158,0.0,2,159.0,15894000.0,0,1,0,1,0,1,0,0,1,1,0
271,S157253,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,13.5,157,0.0,0,77.5,14173200.0,0,1,0,1,0,1,0,0,1,1,0
272,S159486,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,13.5,157,0.0,0,77.5,26179200.0,0,1,0,1,0,1,0,0,1,1,0
273,S160983,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,15.0,7,0.0,0,79.5,12441600.0,0,1,0,1,0,1,0,0,1,1,0
274,S161406,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,13.5,7,0.0,0,77.5,13215600.0,0,1,0,1,0,1,0,0,1,1,0
275,S162227,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,13.5,191,0.0,5,299.5,14252400.0,0,1,0,1,0,1,0,0,1,1,0
276,S162468,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,15.0,7,0.0,0,79.5,20394000.0,0,1,0,1,0,1,0,0,1,1,0
277,S162731,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,13.5,157,0.0,0,79.5,14770800.0,0,1,0,1,0,1,0,0,1,1,0
278,S165653,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,15.0,158,0.0,0,159.0,11577600.0,0,1,0,1,0,1,0,0,1,1,0
279,S165782,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,15.0,7,0.0,0,79.5,16678800.0,0,1,0,1,0,1,0,0,1,1,0
280,S165879,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,15.0,7,0.0,0,79.5,17283600.0,0,1,0,1,0,1,0,0,1,1,0
281,S166084,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,15.0,7,0.0,0,79.5,40608000.0,0,1,0,1,0,1,0,0,1,1,0
282,S166192,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,15.0,7,0.0,0,47.0,19616400.0,0,1,0,1,0,1,0,0,1,1,0
283,S166891,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,15.0,157,0.0,0,79.5,15642000.0,0,1,0,1,0,1,0,0,1,1,0
284,S169086,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,15.0,158,0.0,0,159.0,19011600.0,0,1,0,1,0,1,0,0,1,1,0
285,S169333,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,15.0,154,0.0,2,79.5,25142400.0,0,1,0,1,0,1,0,0,1,1,0
286,S170267,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,15.0,158,0.0,2,159.0,23587200.0,0,1,0,1,0,1,0,0,1,1,0
287,S170268,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,15.0,158,0.0,2,159.0,23587200.0,0,1,0,1,0,1,0,0,1,1,0
288,S172143,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,25.0,158,0.0,2,159.0,30412800.0,0,1,0,1,0,1,0,0,1,1,0
289,S172752,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,15.0,7,0.0,0,79.5,17456400.0,0,1,0,1,0,1,0,0,1,1,0
290,S173798,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,25.0,7,0.0,0,79.5,25315200.0,0,1,0,1,0,1,0,0,1,1,0
291,S175028,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,15.0,401,0.0,0,79.5,20044800.0,0,1,0,1,0,1,0,0,1,1,0
